FileName,TID,Folder,Option
2020100435-3,2020100435-3,1st Batch\Dhanmondi_TBSTC,
2020100436-1,2020100436-1,1st Batch\Dhanmondi_TBSTC,
2020100437-9,2020100437-9,1st Batch\Dhanmondi_TBSTC,
2020100438-7,2020100438-7,1st Batch\Dhanmondi_TBSTC,
2020100439-5,2020100439-5,1st Batch\Dhanmondi_TBSTC,
2020100440-3,2020100440-3,1st Batch\Dhanmondi_TBSTC,
2020100441-1,2020100441-1,1st Batch\Dhanmondi_TBSTC,
2020100442-9,2020100442-9,1st Batch\Dhanmondi_TBSTC,
2020100443-7,2020100443-7,1st Batch\Dhanmondi_TBSTC,
2020100444-5,2020100444-5,1st Batch\Dhanmondi_TBSTC,
2020100445-2,2020100445-2,1st Batch\Dhanmondi_TBSTC,
2020100446-0,2020100446-0,1st Batch\Dhanmondi_TBSTC,
2020100447-8,2020100447-8,1st Batch\Dhanmondi_TBSTC,
2020100449-4,2020100449-4,1st Batch\Dhanmondi_TBSTC,
2020100450-2,2020100450-2,1st Batch\Dhanmondi_TBSTC,
2020100451-0,2020100451-0,1st Batch\Dhanmondi_TBSTC,
2020100452-8,2020100452-8,1st Batch\Dhanmondi_TBSTC,
2020100453-6,2020100453-6,1st Batch\Dhanmondi_TBSTC,
2020100454-4,2020100454-4,1st Batch\Dhanmondi_TBSTC,
2020100455-1,2020100455-1,1st Batch\Dhanmondi_TBSTC,
2020100456-9,2020100456-9,1st Batch\Dhanmondi_TBSTC,
2020100457-7,2020100457-7,1st Batch\Dhanmondi_TBSTC,
2020100458-5,2020100458-5,1st Batch\Dhanmondi_TBSTC,
2020100459-3,2020100459-3,1st Batch\Dhanmondi_TBSTC,
2020100460-1,2020100460-1,1st Batch\Dhanmondi_TBSTC,
2020100461-9,2020100461-9,1st Batch\Dhanmondi_TBSTC,
2020100462-7,2020100462-7,1st Batch\Dhanmondi_TBSTC,
2020100463-5,2020100463-5,1st Batch\Dhanmondi_TBSTC,
2020100464-3,2020100464-3,1st Batch\Dhanmondi_TBSTC,
2020100465-0,2020100465-0,1st Batch\Dhanmondi_TBSTC,
2020100466-8,2020100466-8,1st Batch\Dhanmondi_TBSTC,
2020100467-6,2020100467-6,1st Batch\Dhanmondi_TBSTC,
2020100468-4,2020100468-4,1st Batch\Dhanmondi_TBSTC,
2020100469-2,2020100469-2,1st Batch\Dhanmondi_TBSTC,
2020100470-0,2020100470-0,1st Batch\Dhanmondi_TBSTC,
2020100471-8,2020100471-8,1st Batch\Dhanmondi_TBSTC,
2020100472-6,2020100472-6,1st Batch\Dhanmondi_TBSTC,
2020100473-4,2020100473-4,1st Batch\Dhanmondi_TBSTC,
2020100474-2,2020100474-2,1st Batch\Dhanmondi_TBSTC,
2020100475-9,2020100475-9,1st Batch\Dhanmondi_TBSTC,
2020100476-7,2020100476-7,1st Batch\Dhanmondi_TBSTC,
2020100477-5,2020100477-5,1st Batch\Dhanmondi_TBSTC,
2020100478-3,2020100478-3,1st Batch\Dhanmondi_TBSTC,
2020100479-1,2020100479-1,1st Batch\Dhanmondi_TBSTC,
2020100480-9,2020100480-9,1st Batch\Dhanmondi_TBSTC,
2020100481-7,2020100481-7,1st Batch\Dhanmondi_TBSTC,
2020100482-5,2020100482-5,1st Batch\Dhanmondi_TBSTC,
2020100483-3,2020100483-3,1st Batch\Dhanmondi_TBSTC,
2020100484-1,2020100484-1,1st Batch\Dhanmondi_TBSTC,
2020100485-8,2020100485-8,1st Batch\Dhanmondi_TBSTC,
2020100486-6,2020100486-6,1st Batch\Dhanmondi_TBSTC,
2020100487-4,2020100487-4,1st Batch\Dhanmondi_TBSTC,
2020100488-2,2020100488-2,1st Batch\Dhanmondi_TBSTC,
2020100489-0,2020100489-0,1st Batch\Dhanmondi_TBSTC,
2020100490-8,2020100490-8,1st Batch\Dhanmondi_TBSTC,
2020100491-6,2020100491-6,1st Batch\Dhanmondi_TBSTC,
2020100492-4,2020100492-4,1st Batch\Dhanmondi_TBSTC,
2020100493-2,2020100493-2,1st Batch\Dhanmondi_TBSTC,
2020100494-0,2020100494-0,1st Batch\Dhanmondi_TBSTC,
2020100495-7,2020100495-7,1st Batch\Dhanmondi_TBSTC,
2020100496-5,2020100496-5,1st Batch\Dhanmondi_TBSTC,
2020100497-3,2020100497-3,1st Batch\Dhanmondi_TBSTC,
2020100498-1,2020100498-1,1st Batch\Dhanmondi_TBSTC,
2020100499-9,2020100499-9,1st Batch\Dhanmondi_TBSTC,
2020100500-4,2020100500-4,1st Batch\Dhanmondi_TBSTC,
2020100501-2,2020100501-2,1st Batch\Dhanmondi_TBSTC,
2020100502-0,2020100502-0,1st Batch\Dhanmondi_TBSTC,
2020100503-8,2020100503-8,1st Batch\Dhanmondi_TBSTC,
2020100504-6,2020100504-6,1st Batch\Dhanmondi_TBSTC,
2020100505-3,2020100505-3,1st Batch\Dhanmondi_TBSTC,
2020100506-1,2020100506-1,1st Batch\Dhanmondi_TBSTC,
2020100507-9,2020100507-9,1st Batch\Dhanmondi_TBSTC,
2020100508-7,2020100508-7,1st Batch\Dhanmondi_TBSTC,
2020100509-5,2020100509-5,1st Batch\Dhanmondi_TBSTC,
2020100510-3,2020100510-3,1st Batch\Dhanmondi_TBSTC,
2020100511-1,2020100511-1,1st Batch\Dhanmondi_TBSTC,
2020100512-9,2020100512-9,1st Batch\Dhanmondi_TBSTC,
2020100514-5,2020100514-5,1st Batch\Dhanmondi_TBSTC,
2020100515-2,2020100515-2,1st Batch\Dhanmondi_TBSTC,
2020100516-0,2020100516-0,1st Batch\Dhanmondi_TBSTC,
2020100517-8,2020100517-8,1st Batch\Dhanmondi_TBSTC,
2020100518-6,2020100518-6,1st Batch\Dhanmondi_TBSTC,
2020100519-4,2020100519-4,1st Batch\Dhanmondi_TBSTC,
2020100520-2,2020100520-2,1st Batch\Dhanmondi_TBSTC,
2020100521-0,2020100521-0,1st Batch\Dhanmondi_TBSTC,
2020100522-8,2020100522-8,1st Batch\Dhanmondi_TBSTC,
2020100523-6,2020100523-6,1st Batch\Dhanmondi_TBSTC,
2020100525-1,2020100525-1,1st Batch\Dhanmondi_TBSTC,
2020100527-7,2020100527-7,1st Batch\Dhanmondi_TBSTC,
2020100528-5,2020100528-5,1st Batch\Dhanmondi_TBSTC,
2020100529-3,2020100529-3,1st Batch\Dhanmondi_TBSTC,
2020100530-1,2020100530-1,1st Batch\Dhanmondi_TBSTC,
2020100531-9,2020100531-9,1st Batch\Dhanmondi_TBSTC,
2020100533-5,2020100533-5,1st Batch\Dhanmondi_TBSTC,
2020100534-3,2020100534-3,1st Batch\Dhanmondi_TBSTC,
2020100535-0,2020100535-0,1st Batch\Dhanmondi_TBSTC,
2020100536-8,2020100536-8,1st Batch\Dhanmondi_TBSTC,
2020100537-6,2020100537-6,1st Batch\Dhanmondi_TBSTC,
2020100538-4,2020100538-4,1st Batch\Dhanmondi_TBSTC,
2020100539-2,2020100539-2,1st Batch\Dhanmondi_TBSTC,
2020100540-0,2020100540-0,1st Batch\Dhanmondi_TBSTC,
2020100541-8,2020100541-8,1st Batch\Dhanmondi_TBSTC,
2020100542-6,2020100542-6,1st Batch\Dhanmondi_TBSTC,
2020100543-4,2020100543-4,1st Batch\Dhanmondi_TBSTC,
2020100544-2,2020100544-2,1st Batch\Dhanmondi_TBSTC,
2020100545-9,2020100545-9,1st Batch\Dhanmondi_TBSTC,
2020100546-7,2020100546-7,1st Batch\Dhanmondi_TBSTC,
2020100547-5,2020100547-5,1st Batch\Dhanmondi_TBSTC,
2020100548-3,2020100548-3,1st Batch\Dhanmondi_TBSTC,
2020100549-1,2020100549-1,1st Batch\Dhanmondi_TBSTC,
2020100550-9,2020100550-9,1st Batch\Dhanmondi_TBSTC,
2020100551-7,2020100551-7,1st Batch\Dhanmondi_TBSTC,
2020100552-5,2020100552-5,1st Batch\Dhanmondi_TBSTC,
2020100553-3,2020100553-3,1st Batch\Dhanmondi_TBSTC,
2020100555-8,2020100555-8,1st Batch\Dhanmondi_TBSTC,
2020100556-6,2020100556-6,1st Batch\Dhanmondi_TBSTC,
2020100557-4,2020100557-4,1st Batch\Dhanmondi_TBSTC,
2020100558-2,2020100558-2,1st Batch\Dhanmondi_TBSTC,
2020100559-0,2020100559-0,1st Batch\Dhanmondi_TBSTC,
2020100560-8,2020100560-8,1st Batch\Dhanmondi_TBSTC,
2020100561-6,2020100561-6,1st Batch\Dhanmondi_TBSTC,
2020100562-4,2020100562-4,1st Batch\Dhanmondi_TBSTC,
2020100563-2,2020100563-2,1st Batch\Dhanmondi_TBSTC,
2020100564-0,2020100564-0,1st Batch\Dhanmondi_TBSTC,
2020100565-7,2020100565-7,1st Batch\Dhanmondi_TBSTC,
2020100566-5,2020100566-5,1st Batch\Dhanmondi_TBSTC,
2020100567-3,2020100567-3,1st Batch\Dhanmondi_TBSTC,
2020100568-1,2020100568-1,1st Batch\Dhanmondi_TBSTC,
2020100569-9,2020100569-9,1st Batch\Dhanmondi_TBSTC,
2020100570-7,2020100570-7,1st Batch\Dhanmondi_TBSTC,
2020100571-5,2020100571-5,1st Batch\Dhanmondi_TBSTC,
2020100572-3,2020100572-3,1st Batch\Dhanmondi_TBSTC,
2020100573-1,2020100573-1,1st Batch\Dhanmondi_TBSTC,
2020100574-9,2020100574-9,1st Batch\Dhanmondi_TBSTC,
2020100575-6,2020100575-6,1st Batch\Dhanmondi_TBSTC,
2020100576-4,2020100576-4,1st Batch\Dhanmondi_TBSTC,
2020100577-2,2020100577-2,1st Batch\Dhanmondi_TBSTC,
2020100578-0,2020100578-0,1st Batch\Dhanmondi_TBSTC,
2020100579-8,2020100579-8,1st Batch\Dhanmondi_TBSTC,
2020100580-6,2020100580-6,1st Batch\Dhanmondi_TBSTC,
2020100581-4,2020100581-4,1st Batch\Dhanmondi_TBSTC,
2020100582-2,2020100582-2,1st Batch\Dhanmondi_TBSTC,
2020100583-0,2020100583-0,1st Batch\Dhanmondi_TBSTC,
2020100584-8,2020100584-8,1st Batch\Dhanmondi_TBSTC,
2020100585-5,2020100585-5,1st Batch\Dhanmondi_TBSTC,
2020100586-3,2020100586-3,1st Batch\Dhanmondi_TBSTC,
2020100587-1,2020100587-1,1st Batch\Dhanmondi_TBSTC,
2020100588-9,2020100588-9,1st Batch\Dhanmondi_TBSTC,
2020100589-7,2020100589-7,1st Batch\Dhanmondi_TBSTC,
2020100590-5,2020100590-5,1st Batch\Dhanmondi_TBSTC,
2020100591-3,2020100591-3,1st Batch\Dhanmondi_TBSTC,
2020100593-9,2020100593-9,1st Batch\Dhanmondi_TBSTC,
2020100594-7,2020100594-7,1st Batch\Dhanmondi_TBSTC,
2020100595-4,2020100595-4,1st Batch\Dhanmondi_TBSTC,
2020100596-2,2020100596-2,1st Batch\Dhanmondi_TBSTC,
2020100597-0,2020100597-0,1st Batch\Dhanmondi_TBSTC,
2020100598-8,2020100598-8,1st Batch\Dhanmondi_TBSTC,
2020100599-6,2020100599-6,1st Batch\Dhanmondi_TBSTC,
2020100600-2,2020100600-2,1st Batch\Dhanmondi_TBSTC,
2020100601-0,2020100601-0,1st Batch\Dhanmondi_TBSTC,
2020100602-8,2020100602-8,1st Batch\Dhanmondi_TBSTC,
2020100603-6,2020100603-6,1st Batch\Dhanmondi_TBSTC,
2020100604-4,2020100604-4,1st Batch\Dhanmondi_TBSTC,
2020100605-1,2020100605-1,1st Batch\Dhanmondi_TBSTC,
2020100606-9,2020100606-9,1st Batch\Dhanmondi_TBSTC,
2020100607-7,2020100607-7,1st Batch\Dhanmondi_TBSTC,
2020100608-5,2020100608-5,1st Batch\Dhanmondi_TBSTC,
2020100609-3,2020100609-3,1st Batch\Dhanmondi_TBSTC,
2020100610-1,2020100610-1,1st Batch\Dhanmondi_TBSTC,
2020100613-5,2020100613-5,1st Batch\Dhanmondi_TBSTC,
2020100614-3,2020100614-3,1st Batch\Dhanmondi_TBSTC,
2020100615-0,2020100615-0,1st Batch\Dhanmondi_TBSTC,
2020100616-8,2020100616-8,1st Batch\Dhanmondi_TBSTC,
2020100617-6,2020100617-6,1st Batch\Dhanmondi_TBSTC,
2020100618-4,2020100618-4,1st Batch\Dhanmondi_TBSTC,
2020100619-2,2020100619-2,1st Batch\Dhanmondi_TBSTC,
2020100620-0,2020100620-0,1st Batch\Dhanmondi_TBSTC,
2020100621-8,2020100621-8,1st Batch\Dhanmondi_TBSTC,
2020100622-6,2020100622-6,1st Batch\Dhanmondi_TBSTC,
2020100623-4,2020100623-4,1st Batch\Dhanmondi_TBSTC,
2020100624-2,2020100624-2,1st Batch\Dhanmondi_TBSTC,
2020100625-9,2020100625-9,1st Batch\Dhanmondi_TBSTC,
2020100626-7,2020100626-7,1st Batch\Dhanmondi_TBSTC,
2020100627-5,2020100627-5,1st Batch\Dhanmondi_TBSTC,
2020100628-3,2020100628-3,1st Batch\Dhanmondi_TBSTC,
2020100629-1,2020100629-1,1st Batch\Dhanmondi_TBSTC,
2020100630-9,2020100630-9,1st Batch\Dhanmondi_TBSTC,
2020100631-7,2020100631-7,1st Batch\Dhanmondi_TBSTC,
2020100632-5,2020100632-5,1st Batch\Dhanmondi_TBSTC,
2020100633-3,2020100633-3,1st Batch\Dhanmondi_TBSTC,
2020100634-1,2020100634-1,1st Batch\Dhanmondi_TBSTC,
2020100635-8,2020100635-8,1st Batch\Dhanmondi_TBSTC,
2020100636-6,2020100636-6,1st Batch\Dhanmondi_TBSTC,
2020100637-4,2020100637-4,1st Batch\Dhanmondi_TBSTC,
2020100638-2,2020100638-2,1st Batch\Dhanmondi_TBSTC,
2020100639-0,2020100639-0,1st Batch\Dhanmondi_TBSTC,
2020100640-8,2020100640-8,1st Batch\Dhanmondi_TBSTC,
2020100642-4,2020100642-4,1st Batch\Dhanmondi_TBSTC,
2020100643-2,2020100643-2,1st Batch\Dhanmondi_TBSTC,
2020100644-0,2020100644-0,1st Batch\Dhanmondi_TBSTC,
2020100645-7,2020100645-7,1st Batch\Dhanmondi_TBSTC,
2020100646-5,2020100646-5,1st Batch\Dhanmondi_TBSTC,
2020100647-3,2020100647-3,1st Batch\Dhanmondi_TBSTC,
2020100648-1,2020100648-1,1st Batch\Dhanmondi_TBSTC,
2020100649-9,2020100649-9,1st Batch\Dhanmondi_TBSTC,
2020100650-7,2020100650-7,1st Batch\Dhanmondi_TBSTC,
2020100651-5,2020100651-5,1st Batch\Dhanmondi_TBSTC,
2020100652-3,2020100652-3,1st Batch\Dhanmondi_TBSTC,
2020100653-1,2020100653-1,1st Batch\Dhanmondi_TBSTC,
2020100654-9,2020100654-9,1st Batch\Dhanmondi_TBSTC,
2020100655-6,2020100655-6,1st Batch\Dhanmondi_TBSTC,
2020100656-4,2020100656-4,1st Batch\Dhanmondi_TBSTC,
2020100657-2,2020100657-2,1st Batch\Dhanmondi_TBSTC,
2020100658-0,2020100658-0,1st Batch\Dhanmondi_TBSTC,
2020100659-8,2020100659-8,1st Batch\Dhanmondi_TBSTC,
2020100660-6,2020100660-6,1st Batch\Dhanmondi_TBSTC,
2020100661-4,2020100661-4,1st Batch\Dhanmondi_TBSTC,
2020100662-2,2020100662-2,1st Batch\Dhanmondi_TBSTC,
2020100663-0,2020100663-0,1st Batch\Dhanmondi_TBSTC,
2020100664-8,2020100664-8,1st Batch\Dhanmondi_TBSTC,
2020100665-5,2020100665-5,1st Batch\Dhanmondi_TBSTC,
2020100666-3,2020100666-3,1st Batch\Dhanmondi_TBSTC,
2020100667-1,2020100667-1,1st Batch\Dhanmondi_TBSTC,
2020100668-9,2020100668-9,1st Batch\Dhanmondi_TBSTC,
2020100669-7,2020100669-7,1st Batch\Dhanmondi_TBSTC,
2020100670-5,2020100670-5,1st Batch\Dhanmondi_TBSTC,
2020100671-3,2020100671-3,1st Batch\Dhanmondi_TBSTC,
2020100672-1,2020100672-1,1st Batch\Dhanmondi_TBSTC,
2020100673-9,2020100673-9,1st Batch\Dhanmondi_TBSTC,
2020100674-7,2020100674-7,1st Batch\Dhanmondi_TBSTC,
2020100675-4,2020100675-4,1st Batch\Dhanmondi_TBSTC,
2020100676-2,2020100676-2,1st Batch\Dhanmondi_TBSTC,
2020100677-0,2020100677-0,1st Batch\Dhanmondi_TBSTC,
2020100678-8,2020100678-8,1st Batch\Dhanmondi_TBSTC,
2020100679-6,2020100679-6,1st Batch\Dhanmondi_TBSTC,
2020100680-4,2020100680-4,1st Batch\Dhanmondi_TBSTC,
2020100681-2,2020100681-2,1st Batch\Dhanmondi_TBSTC,
2020100682-0,2020100682-0,1st Batch\Dhanmondi_TBSTC,
2020100683-8,2020100683-8,1st Batch\Dhanmondi_TBSTC,
2020100684-6,2020100684-6,1st Batch\Dhanmondi_TBSTC,
2020100685-3,2020100685-3,1st Batch\Dhanmondi_TBSTC,
2020100686-1,2020100686-1,1st Batch\Dhanmondi_TBSTC,
2020100687-9,2020100687-9,1st Batch\Dhanmondi_TBSTC,
2020100688-7,2020100688-7,1st Batch\Dhanmondi_TBSTC,
2020100689-5,2020100689-5,1st Batch\Dhanmondi_TBSTC,
2020100690-3,2020100690-3,1st Batch\Dhanmondi_TBSTC,
2020100691-1,2020100691-1,1st Batch\Dhanmondi_TBSTC,
2020100692-9,2020100692-9,1st Batch\Dhanmondi_TBSTC,
2020100693-7,2020100693-7,1st Batch\Dhanmondi_TBSTC,
2020100694-5,2020100694-5,1st Batch\Dhanmondi_TBSTC,
2020100695-2,2020100695-2,1st Batch\Dhanmondi_TBSTC,
2020100696-0,2020100696-0,1st Batch\Dhanmondi_TBSTC,
2020100697-8,2020100697-8,1st Batch\Dhanmondi_TBSTC,
2020100698-6,2020100698-6,1st Batch\Dhanmondi_TBSTC,
2020100699-4,2020100699-4,1st Batch\Dhanmondi_TBSTC,
2020100700-0,2020100700-0,1st Batch\Dhanmondi_TBSTC,
2020100701-8,2020100701-8,1st Batch\Dhanmondi_TBSTC,
2020100702-6,2020100702-6,1st Batch\Dhanmondi_TBSTC,
2020100703-4,2020100703-4,1st Batch\Dhanmondi_TBSTC,
2020100705-9,2020100705-9,1st Batch\Dhanmondi_TBSTC,
2020100706-7,2020100706-7,1st Batch\Dhanmondi_TBSTC,
2020100708-3,2020100708-3,1st Batch\Dhanmondi_TBSTC,
2020100709-1,2020100709-1,1st Batch\Dhanmondi_TBSTC,
2020100710-9,2020100710-9,1st Batch\Dhanmondi_TBSTC,
2020100711-7,2020100711-7,1st Batch\Dhanmondi_TBSTC,
2020100712-5,2020100712-5,1st Batch\Dhanmondi_TBSTC,
2020100713-3,2020100713-3,1st Batch\Dhanmondi_TBSTC,
2020100714-1,2020100714-1,1st Batch\Dhanmondi_TBSTC,
2020100715-8,2020100715-8,1st Batch\Dhanmondi_TBSTC,
2020100716-6,2020100716-6,1st Batch\Dhanmondi_TBSTC,
2020100717-4,2020100717-4,1st Batch\Dhanmondi_TBSTC,
2020100718-2,2020100718-2,1st Batch\Dhanmondi_TBSTC,
2020100719-0,2020100719-0,1st Batch\Dhanmondi_TBSTC,
2020100720-8,2020100720-8,1st Batch\Dhanmondi_TBSTC,
2020100721-6,2020100721-6,1st Batch\Dhanmondi_TBSTC,
2020100722-4,2020100722-4,1st Batch\Dhanmondi_TBSTC,
2020100723-2,2020100723-2,1st Batch\Dhanmondi_TBSTC,
2020100724-0,2020100724-0,1st Batch\Dhanmondi_TBSTC,
2020100725-7,2020100725-7,1st Batch\Dhanmondi_TBSTC,
2020100726-5,2020100726-5,1st Batch\Dhanmondi_TBSTC,
2020100727-3,2020100727-3,1st Batch\Dhanmondi_TBSTC,
2020100728-1,2020100728-1,1st Batch\Dhanmondi_TBSTC,
2020100729-9,2020100729-9,1st Batch\Dhanmondi_TBSTC,
2020100730-7,2020100730-7,1st Batch\Dhanmondi_TBSTC,
2020100731-5,2020100731-5,1st Batch\Dhanmondi_TBSTC,
2020100732-3,2020100732-3,1st Batch\Dhanmondi_TBSTC,
2020100733-1,2020100733-1,1st Batch\Dhanmondi_TBSTC,
2020100734-9,2020100734-9,1st Batch\Dhanmondi_TBSTC,
2020100735-6,2020100735-6,1st Batch\Dhanmondi_TBSTC,
2020100736-4,2020100736-4,1st Batch\Dhanmondi_TBSTC,
2020100737-2,2020100737-2,1st Batch\Dhanmondi_TBSTC,
2020100738-0,2020100738-0,1st Batch\Dhanmondi_TBSTC,
2020100739-8,2020100739-8,1st Batch\Dhanmondi_TBSTC,
2020100740-6,2020100740-6,1st Batch\Dhanmondi_TBSTC,
2020100741-4,2020100741-4,1st Batch\Dhanmondi_TBSTC,
2020100742-2,2020100742-2,1st Batch\Dhanmondi_TBSTC,
2020100743-0,2020100743-0,1st Batch\Dhanmondi_TBSTC,
2020100744-8,2020100744-8,1st Batch\Dhanmondi_TBSTC,
2020100745-5,2020100745-5,1st Batch\Dhanmondi_TBSTC,
2020100746-3,2020100746-3,1st Batch\Dhanmondi_TBSTC,
2020100747-1,2020100747-1,1st Batch\Dhanmondi_TBSTC,
2020100748-9,2020100748-9,1st Batch\Dhanmondi_TBSTC,
2020100749-7,2020100749-7,1st Batch\Dhanmondi_TBSTC,
2020100750-5,2020100750-5,1st Batch\Dhanmondi_TBSTC,
2020100751-3,2020100751-3,1st Batch\Dhanmondi_TBSTC,
2020100752-1,2020100752-1,1st Batch\Dhanmondi_TBSTC,
2020100753-9,2020100753-9,1st Batch\Dhanmondi_TBSTC,
2020100754-7,2020100754-7,1st Batch\Dhanmondi_TBSTC,
2020100755-4,2020100755-4,1st Batch\Dhanmondi_TBSTC,
2020100756-2,2020100756-2,1st Batch\Dhanmondi_TBSTC,
2020100757-0,2020100757-0,1st Batch\Dhanmondi_TBSTC,
2020100758-8,2020100758-8,1st Batch\Dhanmondi_TBSTC,
2020100759-6,2020100759-6,1st Batch\Dhanmondi_TBSTC,
2020100761-2,2020100761-2,1st Batch\Dhanmondi_TBSTC,
2020100762-0,2020100762-0,1st Batch\Dhanmondi_TBSTC,
2020100763-8,2020100763-8,1st Batch\Dhanmondi_TBSTC,
2020100764-6,2020100764-6,1st Batch\Dhanmondi_TBSTC,
2020100765-3,2020100765-3,1st Batch\Dhanmondi_TBSTC,
2020100766-1,2020100766-1,1st Batch\Dhanmondi_TBSTC,
2020100767-9,2020100767-9,1st Batch\Dhanmondi_TBSTC,
2020100769-5,2020100769-5,1st Batch\Dhanmondi_TBSTC,
2020100771-1,2020100771-1,1st Batch\Dhanmondi_TBSTC,
2020100772-9,2020100772-9,1st Batch\Dhanmondi_TBSTC,
2020100773-7,2020100773-7,1st Batch\Dhanmondi_TBSTC,
2020100774-5,2020100774-5,1st Batch\Dhanmondi_TBSTC,
2020100775-2,2020100775-2,1st Batch\Dhanmondi_TBSTC,
2020100776-0,2020100776-0,1st Batch\Dhanmondi_TBSTC,
2020100777-8,2020100777-8,1st Batch\Dhanmondi_TBSTC,
2020100778-6,2020100778-6,1st Batch\Dhanmondi_TBSTC,
2020100779-4,2020100779-4,1st Batch\Dhanmondi_TBSTC,
2020100780-2,2020100780-2,1st Batch\Dhanmondi_TBSTC,
2020100781-0,2020100781-0,1st Batch\Dhanmondi_TBSTC,
2020100782-8,2020100782-8,1st Batch\Dhanmondi_TBSTC,
2020100783-6,2020100783-6,1st Batch\Dhanmondi_TBSTC,
2020100784-4,2020100784-4,1st Batch\Dhanmondi_TBSTC,
2020100785-1,2020100785-1,1st Batch\Dhanmondi_TBSTC,
2020100786-9,2020100786-9,1st Batch\Dhanmondi_TBSTC,
2020100787-7,2020100787-7,1st Batch\Dhanmondi_TBSTC,
2020100788-5,2020100788-5,1st Batch\Dhanmondi_TBSTC,
2020100789-3,2020100789-3,1st Batch\Dhanmondi_TBSTC,
2020100790-1,2020100790-1,1st Batch\Dhanmondi_TBSTC,
2020100791-9,2020100791-9,1st Batch\Dhanmondi_TBSTC,
2020100792-7,2020100792-7,1st Batch\Dhanmondi_TBSTC,
2020100793-5,2020100793-5,1st Batch\Dhanmondi_TBSTC,
2020100794-3,2020100794-3,1st Batch\Dhanmondi_TBSTC,
2020100795-0,2020100795-0,1st Batch\Dhanmondi_TBSTC,
2020100796-8,2020100796-8,1st Batch\Dhanmondi_TBSTC,
2020100797-6,2020100797-6,1st Batch\Dhanmondi_TBSTC,
2020100798-4,2020100798-4,1st Batch\Dhanmondi_TBSTC,
2020100799-2,2020100799-2,1st Batch\Dhanmondi_TBSTC,
2020100800-8,2020100800-8,1st Batch\Dhanmondi_TBSTC,
2020100801-6,2020100801-6,1st Batch\Dhanmondi_TBSTC,
2020100803-2,2020100803-2,1st Batch\Dhanmondi_TBSTC,
2020100804-0,2020100804-0,1st Batch\Dhanmondi_TBSTC,
2020100806-5,2020100806-5,1st Batch\Dhanmondi_TBSTC,
2020100807-3,2020100807-3,1st Batch\Dhanmondi_TBSTC,
2020100808-1,2020100808-1,1st Batch\Dhanmondi_TBSTC,
2020100809-9,2020100809-9,1st Batch\Dhanmondi_TBSTC,
2020100810-7,2020100810-7,1st Batch\Dhanmondi_TBSTC,
2020100811-5,2020100811-5,1st Batch\Dhanmondi_TBSTC,
2020100812-3,2020100812-3,1st Batch\Dhanmondi_TBSTC,
2020100813-1,2020100813-1,1st Batch\Dhanmondi_TBSTC,
2020100814-9,2020100814-9,1st Batch\Dhanmondi_TBSTC,
2020100815-6,2020100815-6,1st Batch\Dhanmondi_TBSTC,
2020100816-4,2020100816-4,1st Batch\Dhanmondi_TBSTC,
2020100817-2,2020100817-2,1st Batch\Dhanmondi_TBSTC,
2020100818-0,2020100818-0,1st Batch\Dhanmondi_TBSTC,
2020100819-8,2020100819-8,1st Batch\Dhanmondi_TBSTC,
2020100820-6,2020100820-6,1st Batch\Dhanmondi_TBSTC,
2020100821-4,2020100821-4,1st Batch\Dhanmondi_TBSTC,
2020100822-2,2020100822-2,1st Batch\Dhanmondi_TBSTC,
2020100823-0,2020100823-0,1st Batch\Dhanmondi_TBSTC,
2020100824-8,2020100824-8,1st Batch\Dhanmondi_TBSTC,
2020100825-5,2020100825-5,1st Batch\Dhanmondi_TBSTC,
2020100826-3,2020100826-3,1st Batch\Dhanmondi_TBSTC,
2020100827-1,2020100827-1,1st Batch\Dhanmondi_TBSTC,
2020100828-9,2020100828-9,1st Batch\Dhanmondi_TBSTC,
2020100829-7,2020100829-7,1st Batch\Dhanmondi_TBSTC,
2020100830-5,2020100830-5,1st Batch\Dhanmondi_TBSTC,
2020100831-3,2020100831-3,1st Batch\Dhanmondi_TBSTC,
2020100832-1,2020100832-1,1st Batch\Dhanmondi_TBSTC,
2020100833-9,2020100833-9,1st Batch\Dhanmondi_TBSTC,
2020100834-7,2020100834-7,1st Batch\Dhanmondi_TBSTC,
2020100835-4,2020100835-4,1st Batch\Dhanmondi_TBSTC,
2020100836-2,2020100836-2,1st Batch\Dhanmondi_TBSTC,
2020100837-0,2020100837-0,1st Batch\Dhanmondi_TBSTC,
2020100838-8,2020100838-8,1st Batch\Dhanmondi_TBSTC,
2020100839-6,2020100839-6,1st Batch\Dhanmondi_TBSTC,
2020100840-4,2020100840-4,1st Batch\Dhanmondi_TBSTC,
2020100841-2,2020100841-2,1st Batch\Dhanmondi_TBSTC,
2020100842-0,2020100842-0,1st Batch\Dhanmondi_TBSTC,
2020100843-8,2020100843-8,1st Batch\Dhanmondi_TBSTC,
2020100844-6,2020100844-6,1st Batch\Dhanmondi_TBSTC,
2020100845-3,2020100845-3,1st Batch\Dhanmondi_TBSTC,
2020100846-1,2020100846-1,1st Batch\Dhanmondi_TBSTC,
2020100848-7,2020100848-7,1st Batch\Dhanmondi_TBSTC,
2020100850-3,2020100850-3,1st Batch\Dhanmondi_TBSTC,
2020100851-1,2020100851-1,1st Batch\Dhanmondi_TBSTC,
2020100852-9,2020100852-9,1st Batch\Dhanmondi_TBSTC,
