"Site","DeepLearningSystem","Score","Sensitivity","Specificity","PPV","NPV","nnt","XpertSaved"
"MDF","CAD4TBv7",45,"91.2% (90.341-92.05391%)","70.4% (69.4012-71.3446%)",0.419426358639649,0.971586946038997,2.38420876371089,0.586748214342515
"MDF","CAD4TBv7",46,"91.0% (90.123-91.85416%)","70.8% (69.8246-71.7600%)",0.422344070602923,0.971097368740776,2.36773775128993,0.590542959644108
"MDF","CAD4TBv7",47,"90.8% (89.881-91.63205%)","71.3% (70.3775-72.3020%)",0.42634516299347,0.970593389609094,2.34551740420547,0.595420028467521
"MDF","CAD4TBv7",48,"90.5% (89.591-91.36529%)","72.0% (71.0011-72.9131%)",0.43092885374979,0.969983384212838,2.3205686769367,0.600951606837485
"MDF","CAD4TBv7",49,"90.2% (89.229-91.03153%)","72.3% (71.3660-73.2705%)",0.433165171358277,0.96906718862573,2.3085881925001,0.60453905812667
"MDF","CAD4TBv7",50,"89.9% (88.988-90.80882%)","72.8% (71.8840-73.7775%)",0.437127863418919,0.968576431058315,2.28766016464536,0.609132976169379
"MDF","CAD4TBv7",51,"89.7% (88.795-90.63056%)","73.3% (72.3433-74.2268%)",0.440774015230918,0.96820772934848,2.2687362808266,0.613166768259104
"MDF","CAD4TBv7",52,"89.4% (88.482-90.34068%)","73.7% (72.7084-74.5838%)",0.443301894797345,0.967458369743196,2.25579906545888,0.616666011563145
"MDF","CAD4TBv7",53,"89.3% (88.362-90.22912%)","74.0% (73.0737-74.9408%)",0.446390606259284,0.967267779185101,2.24019051023479,0.619812422926611
"MDF","CAD4TBv7",54,"89.1% (88.121-90.00591%)","74.5% (73.5686-75.4243%)",0.450449808390696,0.966792225195843,2.22000316433181,0.624217573782184
"MDF","CAD4TBv7",55,"88.9% (87.952-89.84958%)","74.9% (74.0166-75.8616%)",0.454337854967571,0.966506651331045,2.20100524106973,0.628112878285769
"MDF","CAD4TBv7",56,"88.6% (87.616-89.53673%)","75.3% (74.3939-76.2297%)",0.457149267767345,0.965722138241526,2.18746932459033,0.63175060917595
"MDF","CAD4TBv7",57,"88.4% (87.448-89.38022%)","75.7% (74.7832-76.6093%)",0.460592747634538,0.965420830848794,2.17111538367829,0.635173995711696
"MDF","CAD4TBv7",58,"88.2% (87.207-89.15652%)","76.0% (75.0781-76.8968%)",0.462937634832606,0.964881317106983,2.16011817739033,0.637974625476614
"MDF","CAD4TBv7",59,"88.0% (86.967-88.93270%)","76.4% (75.5029-77.3107%)",0.466667840840747,0.964404194085639,2.14285175125503,0.641813474770779
"MDF","CAD4TBv7",60,"87.8% (86.823-88.79835%)","76.8% (75.9042-77.7014%)",0.470491846294318,0.964185723201801,2.12543534574762,0.64528714090752
"MDF","CAD4TBv7",61,"87.7% (86.631-88.61916%)","77.2% (76.3174-78.1036%)",0.474386962365063,0.963843804667461,2.10798373339454,0.648943398622973
"MDF","CAD4TBv7",62,"87.5% (86.439-88.43989%)","77.6% (76.6835-78.4597%)",0.477844775911131,0.963484593011926,2.09272979513744,0.652222121964155
"MDF","CAD4TBv7",63,"87.1% (86.032-88.05872%)","77.9% (77.0025-78.7697%)",0.480243243809149,0.962524537081646,2.08227812237043,0.655520246864213
"MDF","CAD4TBv7",64,"86.8% (85.792-87.83435%)","78.3% (77.4278-79.1831%)",0.484360609561816,0.962073831756792,2.06457746616651,0.659359096158378
"MDF","CAD4TBv7",65,"86.6% (85.529-87.58743%)","78.7% (77.8415-79.5848%)",0.488367969527144,0.961558926425947,2.04763633652763,0.663147665851547
"MDF","CAD4TBv7",66,"86.3% (85.266-87.34038%)","79.1% (78.2672-79.9978%)",0.492606099261066,0.961055382694034,2.03001952574288,0.667030619138284
"MDF","CAD4TBv7",67,"86.1% (85.002-87.09322%)","79.5% (78.6101-80.3304%)",0.495948559626628,0.960518788279196,2.01633814755475,0.670252887270046
"MDF","CAD4TBv7",68,"85.8% (84.716-86.82345%)","79.8% (78.9650-80.6744%)",0.49943372695072,0.959930082104507,2.00226766042709,0.673613642987947
"MDF","CAD4TBv7",69,"85.4% (84.261-86.39604%)","80.3% (79.4147-81.1100%)",0.503694474285873,0.958955676393297,1.98533049507398,0.678038195402396
"MDF","CAD4TBv7",70,"85.1% (83.999-86.14844%)","80.6% (79.7461-81.4309%)",0.507114289316242,0.958431924126575,1.97194206723761,0.681166079940589
"MDF","CAD4TBv7",71,"84.5% (83.426-85.60785%)","81.0% (80.1724-81.8433%)",0.510935686638823,0.957158255754455,1.95719349059071,0.685622385130762
"MDF","CAD4TBv7",72,"84.1% (82.949-85.15699%)","81.4% (80.5989-82.2555%)",0.515142957819875,0.956145470330984,1.94120871657079,0.689902274350647
"MDF","CAD4TBv7",73,"83.6% (82.472-84.70580%)","81.9% (81.0847-82.7248%)",0.520270847449059,0.955175648603858,1.92207578976047,0.694654081538371
"MDF","CAD4TBv7",74,"83.4% (82.234-84.48008%)","82.4% (81.5708-83.1939%)",0.526255950318308,0.954821106996906,1.90021604391389,0.698964848800376
"MDF","CAD4TBv7",75,"82.9% (81.782-84.05100%)","82.9% (82.0808-83.6857%)",0.532127597956486,0.953944856576618,1.87924851828823,0.703861319182664
"MDF","CAD4TBv7",76,"82.6% (81.472-83.75727%)","83.4% (82.6267-84.2114%)",0.539139581425848,0.95345529371667,1.85480724185623,0.708776316390225
"MDF","CAD4TBv7",77,"82.1% (80.949-83.25990%)","83.9% (83.1016-84.6684%)",0.544683708131712,0.952405004952963,1.83592786982751,0.713521947969525
"MDF","CAD4TBv7",78,"81.5% (80.307-82.64901%)","84.3% (83.4817-85.0338%)",0.54859099608935,0.951025130312461,1.82285164563133,0.717733030763142
"MDF","CAD4TBv7",79,"81.1% (79.903-82.26412%)","84.6% (83.8144-85.3534%)",0.552576051680177,0.950215810870786,1.80970564496846,0.721125539256767
"MDF","CAD4TBv7",80,"80.5% (79.286-81.67509%)","84.9% (84.0996-85.6272%)",0.555257489957491,0.948867579529088,1.80096625094883,0.724537449309269
"MDF","CAD4TBv7",81,"79.8% (78.551-80.97222%)","85.4% (84.6229-86.1291%)",0.561547177515856,0.947381438360971,1.7807942770254,0.730057551195989
"MDF","CAD4TBv7",82,"79.1% (77.816-80.26875%)","85.8% (85.0274-86.5166%)",0.566078898904298,0.945848121470261,1.76653820153975,0.734633817147029
"MDF","CAD4TBv7",83,"78.7% (77.437-79.90544%)","86.2% (85.4440-86.9154%)",0.57206228436911,0.945186687136022,1.74806140401798,0.738642906803058
"MDF","CAD4TBv7",84,"78.1% (76.869-79.36020%)","86.6% (85.9085-87.3594%)",0.578502861895614,0.94411225935798,1.72859991863003,0.743382362773934
"MDF","CAD4TBv7",85,"77.5% (76.183-78.70093%)","87.1% (86.3256-87.7577%)",0.583946319979444,0.942744664505344,1.71248617515939,0.747964804333399
"MDF","CAD4TBv7",86,"76.8% (75.544-78.08671%)","87.6% (86.9219-88.3263%)",0.593129872958712,0.94161393304652,1.68597139613234,0.753874791811238
"MDF","CAD4TBv7",87,"76.0% (74.694-77.26715%)","88.2% (87.4709-88.8489%)",0.601161468506606,0.939979892869247,1.6634465986055,0.759804180847954
"MDF","CAD4TBv7",88,"75.1% (73.773-76.37853%)","88.8% (88.0681-89.4165%)",0.610363202716112,0.938239491426908,1.6383687541287,0.766243416236657
"MDF","CAD4TBv7",89,"74.0% (72.664-75.30663%)","89.4% (88.6899-90.0062%)",0.620011300776162,0.936116240847988,1.61287382786112,0.773224250753072
"MDF","CAD4TBv7",90,"72.7% (71.369-74.05095%)","90.1% (89.4081-90.6857%)",0.631851915471271,0.933672941528272,1.58264931309758,0.781312985958605
"MDF","CAD4TBv7",91,"71.4% (70.003-72.72528%)","90.7% (90.0553-91.2965%)",0.642649480436753,0.931074211589373,1.55605820971082,0.788967731580447
"MDF","CAD4TBv7",92,"69.6% (68.217-70.98599%)","91.3% (90.6434-91.8500%)",0.651387559663273,0.927558152220312,1.53518436937441,0.796944431100745
"MDF","CAD4TBv7",93,"67.6% (66.198-69.01496%)","92.2% (91.6051-92.7520%)",0.670145695371811,0.923882247868299,1.49221282313121,0.808288061947368
"MDF","CAD4TBv7",94,"64.9% (63.479-66.35180%)","93.0% (92.4003-93.4944%)",0.683934270816304,0.918693981591396,1.46212880779678,0.819633442261199
"MDF","CAD4TBv7",95,"61.7% (60.275-63.20011%)","93.9% (93.3304-94.3580%)",0.702255982108406,0.912739095543371,1.4239821738473,0.832943225948288
"MDF","CAD4TBv7",96,"57.1% (55.632-58.61046%)","94.9% (94.3972-95.3413%)",0.723723380678021,0.904167513757257,1.38174339353684,0.850025676704086
"MDF","CAD4TBv7",97,"51.2% (49.702-52.71005%)","95.9% (95.4693-96.3192%)",0.745988940387159,0.89338898036391,1.34050244696793,0.869577951043914
"MDF","CAD4TBv7",98,"42.7% (41.251-44.22779%)","97.3% (96.9560-97.6513%)",0.789043237113449,0.878714753219109,1.26735767187904,0.897096323154399
"MDF","CAD4TBv7",99,"29.1% (27.732-30.46706%)","98.8% (98.5590-99.0299%)",0.85163799689081,0.855912549682167,1.17420782498061,0.935110570763406
"MDF","CAD4TBv7",100,"0.0% (0.000-0.08559%)","100.0% (99.9570-100.0000%)",NA,0.81,NA,1
