"","Country","DeepLearningSystem","Score","%XpertSaved","accuracy","Sens","Sens_L","Sens_H","Spec","ppv","Spec_L","Spec_H","PPV_L","PPV_H","npv","NPV_L","NPV_H","Sensitivity","Specificity","PPV","NPV","X","Comment"
"368","Bangladesh","JF2",0.64,0.5746,0.6864,0.8667,0.8553,0.8776,0.6539,0.3105,0.6474,0.6605,0.3015,0.3195,0.9647,0.9614,0.9677,"0.8667(0.86-0.88)","0.6539(0.65-0.66)","0.3105(0.3-0.32)","0.9647(0.96-0.97)",0.3461,""
"369","Bangladesh","JF2",0.65,0.5777,0.6887,0.8643,0.8528,0.8752,0.6572,0.3119,0.6506,0.6637,0.3029,0.321,0.9642,0.961,0.9672,"0.8643(0.85-0.88)","0.6572(0.65-0.66)","0.3119(0.3-0.32)","0.9642(0.96-0.97)",0.3428,""
"370","Bangladesh","JF2",0.66,0.5807,0.6909,0.8613,0.8497,0.8723,0.6602,0.3131,0.6537,0.6667,0.304,0.3222,0.9636,0.9604,0.9666,"0.8613(0.85-0.87)","0.6602(0.65-0.67)","0.3131(0.3-0.32)","0.9636(0.96-0.97)",0.3398,""
"371","Bangladesh","JF2",0.67,0.5844,0.6934,0.8577,0.846,0.8689,0.6639,0.3145,0.6573,0.6703,0.3054,0.3237,0.9629,0.9596,0.966,"0.8577(0.85-0.87)","0.6639(0.66-0.67)","0.3145(0.31-0.32)","0.9629(0.96-0.97)",0.3361,""
"372","Bangladesh","JF2",0.68,0.5882,0.6962,0.8545,0.8426,0.8657,0.6678,0.3162,0.6613,0.6742,0.307,0.3255,0.9623,0.959,0.9654,"0.8545(0.84-0.87)","0.6678(0.66-0.67)","0.3162(0.31-0.33)","0.9623(0.96-0.97)",0.3322,""
"373","Bangladesh","JF2",0.69,0.5923,0.6992,0.8509,0.8389,0.8623,0.672,0.318,0.6655,0.6784,0.3088,0.3273,0.9616,0.9584,0.9647,"0.8509(0.84-0.86)","0.672(0.67-0.68)","0.318(0.31-0.33)","0.9616(0.96-0.96)",0.328,""
"374","Bangladesh","JF2",0.7,0.5967,0.7026,0.8476,0.8356,0.8591,0.6766,0.3203,0.6701,0.683,0.311,0.3297,0.9611,0.9578,0.9642,"0.8476(0.84-0.86)","0.6766(0.67-0.68)","0.3203(0.31-0.33)","0.9611(0.96-0.96)",0.3234,""
"375","Bangladesh","JF2",0.71,0.6016,0.7065,0.8441,0.8319,0.8557,0.6817,0.3229,0.6753,0.6881,0.3135,0.3323,0.9605,0.9572,0.9636,"0.8441(0.83-0.86)","0.6817(0.68-0.69)","0.3229(0.31-0.33)","0.9605(0.96-0.96)",0.3183,""
"376","Bangladesh","JF2",0.72,0.6064,0.7097,0.8389,0.8266,0.8507,0.6865,0.3248,0.6801,0.6929,0.3154,0.3343,0.9595,0.9562,0.9627,"0.8389(0.83-0.85)","0.6865(0.68-0.69)","0.3248(0.32-0.33)","0.9595(0.96-0.96)",0.3135,""
"377","Bangladesh","JF2",0.73,0.6114,0.7131,0.8337,0.8212,0.8456,0.6914,0.3269,0.685,0.6978,0.3174,0.3366,0.9586,0.9552,0.9617,"0.8337(0.82-0.85)","0.6914(0.68-0.7)","0.3269(0.32-0.34)","0.9586(0.96-0.96)",0.3086,""
"378","Bangladesh","JF2",0.74,0.6162,0.7169,0.8304,0.8179,0.8424,0.6965,0.3298,0.6902,0.7029,0.3202,0.3395,0.9581,0.9547,0.9612,"0.8304(0.82-0.84)","0.6965(0.69-0.7)","0.3298(0.32-0.34)","0.9581(0.95-0.96)",0.3035,""
"379","Bangladesh","JF2",0.75,0.6211,0.7206,0.8263,0.8137,0.8385,0.7016,0.3323,0.6952,0.7078,0.3227,0.3421,0.9574,0.954,0.9606,"0.8263(0.81-0.84)","0.7016(0.7-0.71)","0.3323(0.32-0.34)","0.9574(0.95-0.96)",0.2984,""
"380","Bangladesh","JF2",0.76,0.6253,0.724,0.8239,0.8111,0.8361,0.7061,0.3351,0.6998,0.7123,0.3253,0.3449,0.9571,0.9537,0.9603,"0.8239(0.81-0.84)","0.7061(0.7-0.71)","0.3351(0.33-0.34)","0.9571(0.95-0.96)",0.2939,""
"381","Bangladesh","JF2",0.77,0.6309,0.7279,0.8184,0.8055,0.8308,0.7117,0.3379,0.7054,0.7179,0.328,0.3478,0.9561,0.9528,0.9593,"0.8184(0.81-0.83)","0.7117(0.71-0.72)","0.3379(0.33-0.35)","0.9561(0.95-0.96)",0.2883,""
"382","Bangladesh","JF2",0.78,0.6364,0.7315,0.8121,0.7991,0.8247,0.717,0.3404,0.7108,0.7232,0.3304,0.3504,0.955,0.9516,0.9582,"0.8121(0.8-0.82)","0.717(0.71-0.72)","0.3404(0.33-0.35)","0.955(0.95-0.96)",0.283,""
"383","Bangladesh","JF2",0.79,0.6425,0.7351,0.8039,0.7907,0.8167,0.7227,0.3426,0.7165,0.7289,0.3326,0.3528,0.9535,0.9501,0.9568,"0.8039(0.79-0.82)","0.7227(0.72-0.73)","0.3426(0.33-0.35)","0.9535(0.95-0.96)",0.2773,""
"384","Bangladesh","JF2",0.8,0.6487,0.7388,0.7955,0.782,0.8084,0.7286,0.3451,0.7224,0.7347,0.3349,0.3553,0.952,0.9485,0.9553,"0.7955(0.78-0.81)","0.7286(0.72-0.73)","0.3451(0.33-0.36)","0.952(0.95-0.96)",0.2714,""
"385","Bangladesh","JF2",0.81,0.6552,0.7429,0.7875,0.7739,0.8007,0.7348,0.3481,0.7287,0.7409,0.3378,0.3585,0.9506,0.9471,0.9539,"0.7875(0.77-0.8)","0.7348(0.73-0.74)","0.3481(0.34-0.36)","0.9506(0.95-0.95)",0.2652,""
"386","Bangladesh","JF2",0.82,0.6611,0.7469,0.7815,0.7678,0.7948,0.7406,0.3514,0.7346,0.7466,0.341,0.3619,0.9496,0.9461,0.953,"0.7815(0.77-0.79)","0.7406(0.73-0.75)","0.3514(0.34-0.36)","0.9496(0.95-0.95)",0.2594,""
"387","Bangladesh","JF2",0.83,0.6694,0.7507,0.7668,0.7528,0.7804,0.7479,0.3535,0.7418,0.7538,0.343,0.3641,0.9469,0.9433,0.9503,"0.7668(0.75-0.78)","0.7479(0.74-0.75)","0.3535(0.34-0.36)","0.9469(0.94-0.95)",0.2521,"2/3 Xpert Saved"
"388","Bangladesh","JF2",0.84,0.678,0.7564,0.757,0.7427,0.7708,0.7562,0.3583,0.7503,0.7621,0.3476,0.3691,0.9454,0.9418,0.9488,"0.757(0.74-0.77)","0.7562(0.75-0.76)","0.3583(0.35-0.37)","0.9454(0.94-0.95)",0.2438,""
"389","Bangladesh","JF2",0.85,0.6873,0.7609,0.7417,0.7272,0.7558,0.7644,0.3614,0.7585,0.7702,0.3505,0.3724,0.9427,0.9391,0.9462,"0.7417(0.73-0.76)","0.7644(0.76-0.77)","0.3614(0.35-0.37)","0.9427(0.94-0.95)",0.2356,""
"390","Bangladesh","JF2",0.86,0.6966,0.7668,0.7305,0.7158,0.7448,0.7734,0.3669,0.7676,0.7791,0.3558,0.3781,0.941,0.9374,0.9446,"0.7305(0.72-0.74)","0.7734(0.77-0.78)","0.3669(0.36-0.38)","0.941(0.94-0.94)",0.2266,""
"391","Bangladesh","JF2",0.87,0.7073,0.7719,0.7119,0.6969,0.7265,0.7827,0.3706,0.7769,0.7883,0.3593,0.382,0.9379,0.9342,0.9415,"0.7119(0.7-0.73)","0.7827(0.78-0.79)","0.3706(0.36-0.38)","0.9379(0.93-0.94)",0.2173,""
"392","Bangladesh","JF2",0.88,0.7191,0.7777,0.6925,0.6773,0.7074,0.7931,0.3756,0.7874,0.7986,0.3641,0.3873,0.9348,0.9311,0.9385,"0.6925(0.68-0.71)","0.7931(0.79-0.8)","0.3756(0.36-0.39)","0.9348(0.93-0.94)",0.2069,""
"393","Bangladesh","JF2",0.89,0.7318,0.784,0.6715,0.656,0.6867,0.8043,0.3815,0.7987,0.8097,0.3696,0.3935,0.9316,0.9278,0.9353,"0.6715(0.66-0.69)","0.8043(0.8-0.81)","0.3815(0.37-0.39)","0.9316(0.93-0.94)",0.1957,""
"394","Bangladesh","JF2",0.9,0.7457,0.7901,0.6458,0.6301,0.6613,0.816,0.3869,0.8107,0.8213,0.3747,0.3993,0.9276,0.9237,0.9314,"0.6458(0.63-0.66)","0.816(0.81-0.82)","0.3869(0.37-0.4)","0.9276(0.92-0.93)",0.184,"3/4 Xpert Saved"
"395","Bangladesh","JF2",0.91,0.76,0.7966,0.6202,0.6042,0.6359,0.8283,0.3937,0.8231,0.8335,0.3811,0.4065,0.9238,0.9199,0.9276,"0.6202(0.6-0.64)","0.8283(0.82-0.83)","0.3937(0.38-0.41)","0.9238(0.92-0.93)",0.1717,""
"396","Bangladesh","JF2",0.92,0.7785,0.8038,0.5833,0.5671,0.5993,0.8435,0.4012,0.8384,0.8485,0.388,0.4145,0.9184,0.9144,0.9223,"0.5833(0.57-0.6)","0.8435(0.84-0.85)","0.4012(0.39-0.41)","0.9184(0.91-0.92)",0.1565,""
"397","Bangladesh","JF2",0.93,0.7983,0.8119,0.5448,0.5285,0.561,0.8599,0.4115,0.8551,0.8647,0.3976,0.4255,0.9131,0.909,0.917,"0.5448(0.53-0.56)","0.8599(0.86-0.86)","0.4115(0.4-0.43)","0.9131(0.91-0.92)",0.1401,""
"398","Bangladesh","JF2",0.94,0.8221,0.8213,0.4975,0.4812,0.5139,0.8795,0.4261,0.875,0.884,0.4112,0.4411,0.9069,0.9027,0.9109,"0.4975(0.48-0.51)","0.8795(0.88-0.88)","0.4261(0.41-0.44)","0.9069(0.9-0.91)",0.1205,""
"399","Bangladesh","JF2",0.95,0.8493,0.8295,0.435,0.4189,0.4512,0.9004,0.4399,0.8962,0.9045,0.4237,0.4563,0.8986,0.8944,0.9027,"0.435(0.42-0.45)","0.9004(0.9-0.9)","0.4399(0.42-0.46)","0.8986(0.89-0.9)",0.0996,""
"400","Bangladesh","JF2",0.96,0.8792,0.8371,0.3618,0.3462,0.3776,0.9225,0.4564,0.9188,0.9262,0.4382,0.4748,0.8894,0.8851,0.8936,"0.3618(0.35-0.38)","0.9225(0.92-0.93)","0.4564(0.44-0.47)","0.8894(0.89-0.89)",0.0775,"Radiologists' specificity = 0.89(0.886-0.894)"
"401","Bangladesh","JF2",0.97,0.9136,0.8449,0.2747,0.2603,0.2895,0.9474,0.4844,0.9443,0.9504,0.4627,0.5061,0.879,0.8746,0.8833,"0.2747(0.26-0.29)","0.9474(0.94-0.95)","0.4844(0.46-0.51)","0.879(0.87-0.88)",0.0526,""
"402","Bangladesh","JF2",0.98,0.9515,0.8492,0.1641,0.1523,0.1765,0.9723,0.5159,0.97,0.9745,0.4867,0.5449,0.8661,0.8617,0.8705,"0.1641(0.15-0.18)","0.9723(0.97-0.97)","0.5159(0.49-0.54)","0.8661(0.86-0.87)",0.0276999999999999,""
"403","Bangladesh","JF2",0.99,0.9875,0.8489,0.0453,0.0388,0.0526,0.9934,0.5533,0.9922,0.9945,0.4951,0.6105,0.8527,0.8481,0.8572,"0.0453(0.04-0.05)","0.9934(0.99-0.99)","0.5533(0.5-0.61)","0.8527(0.85-0.86)",0.00660000000000005,""
"404","Bangladesh","JF2",1,1,0.8476,0,0,0.001,1,NA,0.9998,1,0,1,0.8476,0.843,0.8521,"0(0-0)","1(1-1)","NaN(0-1)","0.8476(0.84-0.85)",0,""
"405","Bangladesh","IF1",0,0,0.1524,1,0.999,1,0,0.1524,0,2e-04,0.1479,0.157,NA,0,1,"1(1-1)","0(0-0)","0.1524(0.15-0.16)","NaN(0-1)",1,""
"406","Bangladesh","IF1",0.01,0.0417,0.192,0.9929,0.9896,0.9954,0.048,0.1579,0.0451,0.051,0.1532,0.1627,0.9741,0.9622,0.983,"0.9929(0.99-1)","0.048(0.05-0.05)","0.1579(0.15-0.16)","0.9741(0.96-0.98)",0.952,""
"407","Bangladesh","IF1",0.02,0.0826,0.231,0.9869,0.9827,0.9903,0.095,0.1639,0.0911,0.0992,0.1591,0.1689,0.9758,0.968,0.9821,"0.9869(0.98-0.99)","0.095(0.09-0.1)","0.1639(0.16-0.17)","0.9758(0.97-0.98)",0.905,""
"408","Bangladesh","IF1",0.03,0.1241,0.2701,0.979,0.9738,0.9834,0.1426,0.1703,0.1378,0.1475,0.1653,0.1755,0.9742,0.9678,0.9796,"0.979(0.97-0.98)","0.1426(0.14-0.15)","0.1703(0.17-0.18)","0.9742(0.97-0.98)",0.8574,""
"409","Bangladesh","IF1",0.04,0.1673,0.311,0.9713,0.9654,0.9765,0.1923,0.1778,0.1869,0.1977,0.1725,0.1831,0.9739,0.9685,0.9786,"0.9713(0.97-0.98)","0.1923(0.19-0.2)","0.1778(0.17-0.18)","0.9739(0.97-0.98)",0.8077,""
"410","Bangladesh","IF1",0.05,0.2069,0.3486,0.9648,0.9583,0.9705,0.2378,0.1854,0.232,0.2437,0.1799,0.191,0.9741,0.9693,0.9783,"0.9648(0.96-0.97)","0.2378(0.23-0.24)","0.1854(0.18-0.19)","0.9741(0.97-0.98)",0.7622,""
"411","Bangladesh","IF1",0.06,0.2288,0.3691,0.9604,0.9536,0.9665,0.2628,0.1898,0.2568,0.2689,0.1841,0.1955,0.9736,0.969,0.9777,"0.9604(0.95-0.97)","0.2628(0.26-0.27)","0.1898(0.18-0.2)","0.9736(0.97-0.98)",0.7372,""
"412","Bangladesh","IF1",0.07,0.2512,0.3906,0.9574,0.9503,0.9637,0.2887,0.1948,0.2825,0.295,0.1891,0.2007,0.9742,0.9698,0.978,"0.9574(0.95-0.96)","0.2887(0.28-0.3)","0.1948(0.19-0.2)","0.9742(0.97-0.98)",0.7113,""
"413","Bangladesh","IF1",0.08,0.2745,0.4127,0.9536,0.9463,0.9602,0.3155,0.2003,0.3091,0.3219,0.1944,0.2063,0.9742,0.9701,0.9779,"0.9536(0.95-0.96)","0.3155(0.31-0.32)","0.2003(0.19-0.21)","0.9742(0.97-0.98)",0.6845,""
"414","Bangladesh","IF1",0.09,0.296,0.4328,0.9489,0.9413,0.9558,0.34,0.2054,0.3335,0.3465,0.1993,0.2116,0.9737,0.9697,0.9773,"0.9489(0.94-0.96)","0.34(0.33-0.35)","0.2054(0.2-0.21)","0.9737(0.97-0.98)",0.66,"Radiologists' specificity = 0.461(0.454-0.467)"
"415","Bangladesh","IF1",0.1,0.3174,0.4532,0.9454,0.9375,0.9525,0.3647,0.2111,0.3581,0.3713,0.2048,0.2174,0.9738,0.9699,0.9773,"0.9454(0.94-0.95)","0.3647(0.36-0.37)","0.2111(0.2-0.22)","0.9738(0.97-0.98)",0.6353,""
"416","Bangladesh","IF1",0.11,0.3418,0.4759,0.9399,0.9317,0.9474,0.3925,0.2176,0.3857,0.3992,0.2112,0.2241,0.9732,0.9695,0.9766,"0.9399(0.93-0.95)","0.3925(0.39-0.4)","0.2176(0.21-0.22)","0.9732(0.97-0.98)",0.6075,""
"417","Bangladesh","IF1",0.12,0.3649,0.4969,0.9328,0.9242,0.9407,0.4185,0.2238,0.4117,0.4253,0.2172,0.2305,0.9719,0.9683,0.9753,"0.9328(0.92-0.94)","0.4185(0.41-0.43)","0.2238(0.22-0.23)","0.9719(0.97-0.98)",0.5815,""
"418","Bangladesh","IF1",0.13,0.3892,0.5197,0.9282,0.9193,0.9363,0.4462,0.2316,0.4394,0.4531,0.2248,0.2385,0.9719,0.9683,0.9751,"0.9282(0.92-0.94)","0.4462(0.44-0.45)","0.2316(0.22-0.24)","0.9719(0.97-0.98)",0.5538,""
"419","Bangladesh","IF1",0.14,0.4139,0.5426,0.9222,0.913,0.9306,0.4743,0.2398,0.4675,0.4812,0.2327,0.2469,0.9713,0.9679,0.9745,"0.9222(0.91-0.93)","0.4743(0.47-0.48)","0.2398(0.23-0.25)","0.9713(0.97-0.97)",0.5257,""
"420","Bangladesh","IF1",0.15,0.4385,0.5658,0.9178,0.9084,0.9265,0.5025,0.2491,0.4956,0.5094,0.2418,0.2565,0.9714,0.9681,0.9745,"0.9178(0.91-0.93)","0.5025(0.5-0.51)","0.2491(0.24-0.26)","0.9714(0.97-0.97)",0.4975,""
"421","Bangladesh","IF1",0.16,0.4519,0.5782,0.9143,0.9047,0.9231,0.5177,0.2542,0.5109,0.5246,0.2468,0.2617,0.9711,0.9678,0.9742,"0.9143(0.9-0.92)","0.5177(0.51-0.52)","0.2542(0.25-0.26)","0.9711(0.97-0.97)",0.4823,""
"422","Bangladesh","IF1",0.17,0.4634,0.5888,0.9115,0.9019,0.9205,0.5308,0.2588,0.5239,0.5376,0.2513,0.2665,0.9709,0.9676,0.9739,"0.9115(0.9-0.92)","0.5308(0.52-0.54)","0.2588(0.25-0.27)","0.9709(0.97-0.97)",0.4692,""
"423","Bangladesh","IF1",0.18,0.478,0.6025,0.9085,0.8987,0.9177,0.5474,0.2652,0.5406,0.5543,0.2575,0.273,0.9708,0.9676,0.9738,"0.9085(0.9-0.92)","0.5474(0.54-0.55)","0.2652(0.26-0.27)","0.9708(0.97-0.97)",0.4526,""
"424","Bangladesh","IF1",0.19,0.4919,0.6149,0.9036,0.8936,0.913,0.563,0.271,0.5562,0.5698,0.2631,0.279,0.9701,0.9669,0.9731,"0.9036(0.89-0.91)","0.563(0.56-0.57)","0.271(0.26-0.28)","0.9701(0.97-0.97)",0.437,""
"425","Bangladesh","IF1",0.2,0.5062,0.6279,0.8992,0.889,0.9088,0.5791,0.2775,0.5723,0.5859,0.2695,0.2857,0.9697,0.9665,0.9726,"0.8992(0.89-0.91)","0.5791(0.57-0.59)","0.2775(0.27-0.29)","0.9697(0.97-0.97)",0.4209,"1/2 Xpert Saved"
"426","Bangladesh","IF1",0.21,0.5151,0.6355,0.8951,0.8848,0.9049,0.5888,0.2813,0.582,0.5956,0.2731,0.2896,0.969,0.9658,0.972,"0.8951(0.88-0.9)","0.5888(0.58-0.6)","0.2813(0.27-0.29)","0.969(0.97-0.97)",0.4112,""
"427","Bangladesh","IF1",0.22,0.5251,0.6447,0.8924,0.8819,0.9023,0.6001,0.2863,0.5934,0.6069,0.2781,0.2947,0.9688,0.9656,0.9717,"0.8924(0.88-0.9)","0.6001(0.59-0.61)","0.2863(0.28-0.29)","0.9688(0.97-0.97)",0.3999,""
"428","Bangladesh","IF1",0.23,0.5336,0.6521,0.8889,0.8782,0.8989,0.6096,0.2904,0.6028,0.6163,0.282,0.2989,0.9683,0.9651,0.9712,"0.8889(0.88-0.9)","0.6096(0.6-0.62)","0.2904(0.28-0.3)","0.9683(0.97-0.97)",0.3904,""
"429","Bangladesh","IF1",0.24,0.5432,0.6607,0.8856,0.8748,0.8957,0.6203,0.2954,0.6136,0.627,0.2869,0.3041,0.9679,0.9647,0.9709,"0.8856(0.87-0.9)","0.6203(0.61-0.63)","0.2954(0.29-0.3)","0.9679(0.96-0.97)",0.3797,"Radiologists' specificity = 0.627(0.621-0.634)"
"430","Bangladesh","IF1",0.25,0.5516,0.6681,0.8823,0.8714,0.8926,0.6296,0.2999,0.623,0.6363,0.2912,0.3086,0.9675,0.9643,0.9704,"0.8823(0.87-0.89)","0.6296(0.62-0.64)","0.2999(0.29-0.31)","0.9675(0.96-0.97)",0.3704,""
"431","Bangladesh","IF1",0.26,0.5551,0.671,0.8804,0.8694,0.8907,0.6334,0.3015,0.6267,0.64,0.2928,0.3103,0.9672,0.964,0.9701,"0.8804(0.87-0.89)","0.6334(0.63-0.64)","0.3015(0.29-0.31)","0.9672(0.96-0.97)",0.3666,""
"432","Bangladesh","IF1",0.27,0.5589,0.674,0.8777,0.8666,0.8881,0.6374,0.3032,0.6307,0.644,0.2945,0.3121,0.9666,0.9635,0.9696,"0.8777(0.87-0.89)","0.6374(0.63-0.64)","0.3032(0.29-0.31)","0.9666(0.96-0.97)",0.3626,""
"433","Bangladesh","IF1",0.28,0.5619,0.6765,0.876,0.8649,0.8865,0.6407,0.3047,0.634,0.6473,0.296,0.3136,0.9664,0.9632,0.9694,"0.876(0.86-0.89)","0.6407(0.63-0.65)","0.3047(0.3-0.31)","0.9664(0.96-0.97)",0.3593,""
"434","Bangladesh","IF1",0.29,0.565,0.6791,0.8744,0.8632,0.885,0.644,0.3063,0.6374,0.6506,0.2975,0.3153,0.9661,0.9629,0.9691,"0.8744(0.86-0.88)","0.644(0.64-0.65)","0.3063(0.3-0.32)","0.9661(0.96-0.97)",0.356,""
"435","Bangladesh","IF1",0.3,0.5683,0.6819,0.8727,0.8615,0.8834,0.6476,0.3081,0.641,0.6542,0.2992,0.3171,0.9659,0.9627,0.9689,"0.8727(0.86-0.88)","0.6476(0.64-0.65)","0.3081(0.3-0.32)","0.9659(0.96-0.97)",0.3524,""
"436","Bangladesh","IF1",0.31,0.5712,0.6846,0.8719,0.8607,0.8826,0.6509,0.3099,0.6443,0.6574,0.301,0.3189,0.9658,0.9627,0.9688,"0.8719(0.86-0.88)","0.6509(0.64-0.66)","0.3099(0.3-0.32)","0.9658(0.96-0.97)",0.3491,""
"437","Bangladesh","IF1",0.32,0.5743,0.6872,0.8703,0.859,0.881,0.6542,0.3115,0.6477,0.6608,0.3026,0.3206,0.9656,0.9624,0.9686,"0.8703(0.86-0.88)","0.6542(0.65-0.66)","0.3115(0.3-0.32)","0.9656(0.96-0.97)",0.3458,""
"438","Bangladesh","IF1",0.33,0.5771,0.6894,0.8684,0.857,0.8792,0.6572,0.3129,0.6507,0.6637,0.3039,0.322,0.9652,0.9621,0.9682,"0.8684(0.86-0.88)","0.6572(0.65-0.66)","0.3129(0.3-0.32)","0.9652(0.96-0.97)",0.3428,""
"439","Bangladesh","IF1",0.34,0.5796,0.6911,0.8659,0.8545,0.8768,0.6597,0.3139,0.6532,0.6662,0.3049,0.3231,0.9647,0.9616,0.9678,"0.8659(0.85-0.88)","0.6597(0.65-0.67)","0.3139(0.3-0.32)","0.9647(0.96-0.97)",0.3403,""
"440","Bangladesh","IF1",0.35,0.5829,0.6937,0.8635,0.8519,0.8744,0.6632,0.3155,0.6566,0.6697,0.3064,0.3247,0.9643,0.9611,0.9673,"0.8635(0.85-0.87)","0.6632(0.66-0.67)","0.3155(0.31-0.32)","0.9643(0.96-0.97)",0.3368,""
"441","Bangladesh","IF1",0.36,0.5856,0.6955,0.8607,0.8491,0.8718,0.6658,0.3165,0.6593,0.6723,0.3074,0.3257,0.9638,0.9605,0.9668,"0.8607(0.85-0.87)","0.6658(0.66-0.67)","0.3165(0.31-0.33)","0.9638(0.96-0.97)",0.3342,""
"442","Bangladesh","IF1",0.37,0.5883,0.6976,0.8585,0.8468,0.8697,0.6687,0.3178,0.6622,0.6751,0.3086,0.3271,0.9634,0.9601,0.9664,"0.8585(0.85-0.87)","0.6687(0.66-0.68)","0.3178(0.31-0.33)","0.9634(0.96-0.97)",0.3313,""
"443","Bangladesh","IF1",0.38,0.5919,0.7001,0.855,0.8432,0.8663,0.6723,0.3193,0.6658,0.6787,0.3101,0.3286,0.9627,0.9594,0.9657,"0.855(0.84-0.87)","0.6723(0.67-0.68)","0.3193(0.31-0.33)","0.9627(0.96-0.97)",0.3277,""
"444","Bangladesh","IF1",0.39,0.5953,0.7029,0.8531,0.8412,0.8644,0.6759,0.3212,0.6695,0.6824,0.312,0.3306,0.9624,0.9591,0.9655,"0.8531(0.84-0.86)","0.6759(0.67-0.68)","0.3212(0.31-0.33)","0.9624(0.96-0.97)",0.3241,""
"445","Bangladesh","IF1",0.4,0.5988,0.7061,0.852,0.8401,0.8633,0.6799,0.3236,0.6734,0.6863,0.3143,0.3331,0.9623,0.9591,0.9654,"0.852(0.84-0.86)","0.6799(0.67-0.69)","0.3236(0.31-0.33)","0.9623(0.96-0.97)",0.3201,""
"446","Bangladesh","IF1",0.41,0.6117,0.7161,0.8427,0.8305,0.8544,0.6934,0.3307,0.687,0.6997,0.3211,0.3403,0.9608,0.9576,0.9639,"0.8427(0.83-0.85)","0.6934(0.69-0.7)","0.3307(0.32-0.34)","0.9608(0.96-0.96)",0.3066,""
"447","Bangladesh","IF1",0.42,0.6234,0.7258,0.8359,0.8235,0.8477,0.706,0.3383,0.6997,0.7123,0.3285,0.3481,0.9599,0.9566,0.963,"0.8359(0.82-0.85)","0.706(0.7-0.71)","0.3383(0.33-0.35)","0.9599(0.96-0.96)",0.294,""
"448","Bangladesh","IF1",0.43,0.6348,0.7338,0.825,0.8123,0.8371,0.7174,0.3442,0.7112,0.7236,0.3343,0.3542,0.958,0.9547,0.9611,"0.825(0.81-0.84)","0.7174(0.71-0.72)","0.3442(0.33-0.35)","0.958(0.95-0.96)",0.2826,""
"449","Bangladesh","IF1",0.44,0.6472,0.7436,0.8162,0.8033,0.8286,0.7305,0.3526,0.7244,0.7366,0.3424,0.3628,0.9567,0.9534,0.9599,"0.8162(0.8-0.83)","0.7305(0.72-0.74)","0.3526(0.34-0.36)","0.9567(0.95-0.96)",0.2695,""
"450","Bangladesh","IF1",0.45,0.6603,0.7543,0.8086,0.7955,0.8212,0.7446,0.3627,0.7385,0.7505,0.3523,0.3732,0.9558,0.9525,0.959,"0.8086(0.8-0.82)","0.7446(0.74-0.75)","0.3627(0.35-0.37)","0.9558(0.95-0.96)",0.2554,""
"451","Bangladesh","IF1",0.46,0.6637,0.7572,0.8069,0.7938,0.8196,0.7483,0.3656,0.7423,0.7542,0.3551,0.3762,0.9557,0.9524,0.9588,"0.8069(0.79-0.82)","0.7483(0.74-0.75)","0.3656(0.36-0.38)","0.9557(0.95-0.96)",0.2517,""
"452","Bangladesh","IF1",0.47,0.6671,0.7599,0.8042,0.791,0.8169,0.7519,0.3682,0.7459,0.7578,0.3576,0.3788,0.9553,0.952,0.9584,"0.8042(0.79-0.82)","0.7519(0.75-0.76)","0.3682(0.36-0.38)","0.9553(0.95-0.96)",0.2481,"2/3 Xpert Saved"
"453","Bangladesh","IF1",0.48,0.6712,0.7627,0.8004,0.7871,0.8132,0.756,0.3709,0.75,0.7618,0.3603,0.3817,0.9547,0.9514,0.9578,"0.8004(0.79-0.81)","0.756(0.75-0.76)","0.3709(0.36-0.38)","0.9547(0.95-0.96)",0.244,""
"454","Bangladesh","IF1",0.49,0.6739,0.7646,0.7974,0.784,0.8103,0.7587,0.3726,0.7527,0.7645,0.3619,0.3835,0.9542,0.9508,0.9574,"0.7974(0.78-0.81)","0.7587(0.75-0.76)","0.3726(0.36-0.38)","0.9542(0.95-0.96)",0.2413,""
"455","Bangladesh","IF1",0.5,0.6774,0.7678,0.7966,0.7832,0.8095,0.7626,0.3763,0.7567,0.7685,0.3655,0.3872,0.9542,0.9509,0.9574,"0.7966(0.78-0.81)","0.7626(0.76-0.77)","0.3763(0.37-0.39)","0.9542(0.95-0.96)",0.2374,""
"456","Bangladesh","IF1",0.51,0.6816,0.7708,0.7927,0.7792,0.8058,0.7669,0.3794,0.761,0.7726,0.3685,0.3904,0.9537,0.9503,0.9568,"0.7927(0.78-0.81)","0.7669(0.76-0.77)","0.3794(0.37-0.39)","0.9537(0.95-0.96)",0.2331,""
"457","Bangladesh","IF1",0.52,0.6852,0.7734,0.7892,0.7756,0.8023,0.7705,0.3821,0.7647,0.7763,0.3711,0.3931,0.9531,0.9498,0.9563,"0.7892(0.78-0.8)","0.7705(0.76-0.78)","0.3821(0.37-0.39)","0.9531(0.95-0.96)",0.2295,""
"458","Bangladesh","IF1",0.53,0.6894,0.7764,0.7856,0.772,0.7988,0.7748,0.3854,0.769,0.7805,0.3743,0.3965,0.9526,0.9493,0.9558,"0.7856(0.77-0.8)","0.7748(0.77-0.78)","0.3854(0.37-0.4)","0.9526(0.95-0.96)",0.2252,""
"459","Bangladesh","IF1",0.54,0.6939,0.78,0.7826,0.7689,0.7959,0.7795,0.3896,0.7738,0.7852,0.3784,0.4008,0.9523,0.9489,0.9554,"0.7826(0.77-0.8)","0.7795(0.77-0.79)","0.3896(0.38-0.4)","0.9523(0.95-0.96)",0.2205,""
