"","Country","DeepLearningSystem","Score","%XpertSaved","accuracy","Sens","Sens_L","Sens_H","Spec","ppv","Spec_L","Spec_H","PPV_L","PPV_H","npv","NPV_L","NPV_H","Sensitivity","Specificity","PPV","NPV","X","Comment"
"183","Bangladesh","qXR",0.81,0.7058,0.7941,0.7897,0.7762,0.8028,0.7949,0.4091,0.7893,0.8005,0.3976,0.4207,0.9546,0.9514,0.9577,"0.7897(0.78-0.8)","0.7949(0.79-0.8)","0.4091(0.4-0.42)","0.9546(0.95-0.96)",0.2051,""
"184","Bangladesh","qXR",0.82,0.7142,0.7993,0.7794,0.7656,0.7927,0.8029,0.4155,0.7974,0.8083,0.4038,0.4273,0.9529,0.9496,0.956,"0.7794(0.77-0.79)","0.8029(0.8-0.81)","0.4155(0.4-0.43)","0.9529(0.95-0.96)",0.1971,""
"185","Bangladesh","qXR",0.83,0.7243,0.8052,0.7654,0.7514,0.7791,0.8123,0.423,0.8069,0.8177,0.4111,0.435,0.9506,0.9473,0.9538,"0.7654(0.75-0.78)","0.8123(0.81-0.82)","0.423(0.41-0.44)","0.9506(0.95-0.95)",0.1877,""
"186","Bangladesh","qXR",0.84,0.734,0.8107,0.7518,0.7374,0.7657,0.8213,0.4306,0.816,0.8265,0.4184,0.4429,0.9485,0.9451,0.9517,"0.7518(0.74-0.77)","0.8213(0.82-0.83)","0.4306(0.42-0.44)","0.9485(0.95-0.95)",0.1787,""
"187","Bangladesh","qXR",0.85,0.746,0.8159,0.7294,0.7147,0.7437,0.8314,0.4375,0.8262,0.8365,0.425,0.4501,0.9447,0.9413,0.948,"0.7294(0.71-0.74)","0.8314(0.83-0.84)","0.4375(0.42-0.45)","0.9447(0.94-0.95)",0.1686,"3/4 Xpert Saved"
"188","Bangladesh","qXR",0.86,0.7589,0.8224,0.7084,0.6933,0.723,0.8429,0.4478,0.8379,0.8479,0.4349,0.4607,0.9414,0.9379,0.9448,"0.7084(0.69-0.72)","0.8429(0.84-0.85)","0.4478(0.43-0.46)","0.9414(0.94-0.94)",0.1571,""
"189","Bangladesh","qXR",0.87,0.7724,0.8296,0.6879,0.6726,0.7029,0.8551,0.4605,0.8502,0.8599,0.4472,0.4738,0.9384,0.9349,0.9418,"0.6879(0.67-0.7)","0.8551(0.85-0.86)","0.4605(0.45-0.47)","0.9384(0.93-0.94)",0.1449,""
"190","Bangladesh","qXR",0.88,0.7889,0.8368,0.657,0.6414,0.6724,0.8691,0.4744,0.8644,0.8737,0.4605,0.4882,0.9338,0.9301,0.9373,"0.657(0.64-0.67)","0.8691(0.86-0.87)","0.4744(0.46-0.49)","0.9338(0.93-0.94)",0.1309,""
"191","Bangladesh","qXR",0.89,0.8065,0.8436,0.6218,0.6059,0.6375,0.8835,0.4897,0.879,0.8879,0.4752,0.5042,0.9285,0.9248,0.9321,"0.6218(0.61-0.64)","0.8835(0.88-0.89)","0.4897(0.48-0.5)","0.9285(0.92-0.93)",0.1165,""
"192","Bangladesh","qXR",0.9,0.8268,0.8519,0.5825,0.5663,0.5985,0.9004,0.5125,0.8962,0.9045,0.4972,0.5278,0.923,0.9193,0.9267,"0.5825(0.57-0.6)","0.9004(0.9-0.9)","0.5125(0.5-0.53)","0.923(0.92-0.93)",0.0996,""
"193","Bangladesh","qXR",0.91,0.8485,0.8595,0.536,0.5197,0.5523,0.9177,0.5393,0.9138,0.9214,0.5229,0.5556,0.9167,0.9128,0.9204,"0.536(0.52-0.55)","0.9177(0.91-0.92)","0.5393(0.52-0.56)","0.9167(0.91-0.92)",0.0823,""
"194","Bangladesh","qXR",0.92,0.874,0.8659,0.4735,0.4572,0.4898,0.9364,0.5725,0.933,0.9397,0.5546,0.5902,0.9082,0.9042,0.9121,"0.4735(0.46-0.49)","0.9364(0.93-0.94)","0.5725(0.55-0.59)","0.9082(0.9-0.91)",0.0636,""
"195","Bangladesh","qXR",0.93,0.9006,0.8708,0.4022,0.3863,0.4183,0.955,0.6166,0.9521,0.9578,0.5967,0.6361,0.8989,0.8948,0.9028,"0.4022(0.39-0.42)","0.955(0.95-0.96)","0.6166(0.6-0.64)","0.8989(0.89-0.9)",0.045,"Radiologists' specificity = 0.89(0.886-0.894)"
"196","Bangladesh","qXR",0.94,0.928,0.8702,0.3102,0.2953,0.3255,0.9708,0.6566,0.9684,0.9731,0.6337,0.679,0.8867,0.8825,0.8909,"0.3102(0.3-0.33)","0.9708(0.97-0.97)","0.6566(0.63-0.68)","0.8867(0.88-0.89)",0.0292,""
"197","Bangladesh","qXR",0.95,0.9571,0.8663,0.2018,0.1889,0.2152,0.9857,0.7175,0.984,0.9873,0.6889,0.7448,0.8729,0.8685,0.8772,"0.2018(0.19-0.22)","0.9857(0.98-0.99)","0.7175(0.69-0.74)","0.8729(0.87-0.88)",0.0143,""
"198","Bangladesh","qXR",0.96,0.9809,0.8576,0.0953,0.086,0.1053,0.9946,0.7603,0.9935,0.9956,0.7186,0.7987,0.8595,0.8549,0.8639,"0.0953(0.09-0.11)","0.9946(0.99-1)","0.7603(0.72-0.8)","0.8595(0.85-0.86)",0.00539999999999996,""
"199","Bangladesh","qXR",0.97,0.9957,0.8498,0.0213,0.0169,0.0265,0.9988,0.7573,0.9982,0.9992,0.6629,0.8364,0.8502,0.8456,0.8547,"0.0213(0.02-0.03)","0.9988(1-1)","0.7573(0.66-0.84)","0.8502(0.85-0.85)",0.00119999999999998,""
"200","Bangladesh","qXR",0.98,0.9998,0.8478,0.0011,3e-04,0.0028,1,1,0.9998,1,0.3976,1,0.8478,0.8431,0.8523,"0.0011(0-0)","1(1-1)","1(0.4-1)","0.8478(0.84-0.85)",0,""
"201","Bangladesh","qXR",0.99,1,0.8476,0,0,0.001,1,NA,0.9998,1,0,1,0.8476,0.843,0.8521,"0(0-0)","1(1-1)","NaN(0-1)","0.8476(0.84-0.85)",0,""
"202","Bangladesh","qXR",1,1,0.8476,0,0,0.001,1,NA,0.9998,1,0,1,0.8476,0.843,0.8521,"0(0-0)","1(1-1)","NaN(0-1)","0.8476(0.84-0.85)",0,""
"203","Bangladesh","JF1",0,0,0.1524,1,0.999,1,0,0.1524,0,2e-04,0.1479,0.157,NA,0,1,"1(1-1)","0(0-0)","0.1524(0.15-0.16)","NaN(0-1)",1,""
"204","Bangladesh","JF1",0.01,0.0627,0.2139,0.9962,0.9936,0.9979,0.0733,0.162,0.0698,0.077,0.1572,0.1668,0.9907,0.9845,0.9949,"0.9962(0.99-1)","0.0733(0.07-0.08)","0.162(0.16-0.17)","0.9907(0.98-0.99)",0.9267,""
"205","Bangladesh","JF1",0.02,0.1284,0.2778,0.9902,0.9864,0.9931,0.1497,0.1731,0.1448,0.1547,0.168,0.1783,0.9883,0.9839,0.9918,"0.9902(0.99-0.99)","0.1497(0.14-0.15)","0.1731(0.17-0.18)","0.9883(0.98-0.99)",0.8503,""
"206","Bangladesh","JF1",0.03,0.1654,0.3138,0.9869,0.9827,0.9903,0.1927,0.1802,0.1873,0.1982,0.1749,0.1856,0.9879,0.984,0.9911,"0.9869(0.98-0.99)","0.1927(0.19-0.2)","0.1802(0.17-0.19)","0.9879(0.98-0.99)",0.8073,""
"207","Bangladesh","JF1",0.04,0.1926,0.3399,0.9833,0.9787,0.9872,0.2242,0.1856,0.2185,0.23,0.1801,0.1911,0.9868,0.9831,0.9899,"0.9833(0.98-0.99)","0.2242(0.22-0.23)","0.1856(0.18-0.19)","0.9868(0.98-0.99)",0.7758,""
"208","Bangladesh","JF1",0.05,0.2107,0.3576,0.982,0.9771,0.986,0.2453,0.1896,0.2394,0.2513,0.184,0.1952,0.987,0.9834,0.9899,"0.982(0.98-0.99)","0.2453(0.24-0.25)","0.1896(0.18-0.2)","0.987(0.98-0.99)",0.7547,""
"209","Bangladesh","JF1",0.06,0.2265,0.3731,0.9809,0.9759,0.9851,0.2638,0.1932,0.2577,0.2699,0.1876,0.199,0.9871,0.9838,0.99,"0.9809(0.98-0.99)","0.2638(0.26-0.27)","0.1932(0.19-0.2)","0.9871(0.98-0.99)",0.7362,""
"210","Bangladesh","JF1",0.07,0.2384,0.3848,0.9803,0.9753,0.9846,0.2778,0.1962,0.2716,0.284,0.1904,0.202,0.9874,0.9842,0.9902,"0.9803(0.98-0.98)","0.2778(0.27-0.28)","0.1962(0.19-0.2)","0.9874(0.98-0.99)",0.7222,""
"211","Bangladesh","JF1",0.08,0.2506,0.3966,0.979,0.9738,0.9834,0.2919,0.1991,0.2856,0.2982,0.1933,0.205,0.9872,0.984,0.9899,"0.979(0.97-0.98)","0.2919(0.29-0.3)","0.1991(0.19-0.2)","0.9872(0.98-0.99)",0.7081,""
"212","Bangladesh","JF1",0.09,0.261,0.4068,0.9784,0.9732,0.9829,0.3041,0.2018,0.2978,0.3105,0.1959,0.2077,0.9874,0.9843,0.99,"0.9784(0.97-0.98)","0.3041(0.3-0.31)","0.2018(0.2-0.21)","0.9874(0.98-0.99)",0.6959,""
"213","Bangladesh","JF1",0.1,0.2692,0.4146,0.9771,0.9717,0.9817,0.3135,0.2037,0.3071,0.3199,0.1978,0.2098,0.987,0.9839,0.9896,"0.9771(0.97-0.98)","0.3135(0.31-0.32)","0.2037(0.2-0.21)","0.987(0.98-0.99)",0.6865,""
"214","Bangladesh","JF1",0.11,0.2774,0.4226,0.9762,0.9708,0.9809,0.323,0.2059,0.3166,0.3295,0.1999,0.212,0.987,0.9839,0.9895,"0.9762(0.97-0.98)","0.323(0.32-0.33)","0.2059(0.2-0.21)","0.987(0.98-0.99)",0.677,""
"215","Bangladesh","JF1",0.12,0.2844,0.4293,0.9754,0.9699,0.9802,0.3311,0.2077,0.3247,0.3377,0.2017,0.2139,0.9868,0.9838,0.9894,"0.9754(0.97-0.98)","0.3311(0.32-0.34)","0.2077(0.2-0.21)","0.9868(0.98-0.99)",0.6689,""
"216","Bangladesh","JF1",0.13,0.2906,0.4353,0.9749,0.9693,0.9797,0.3383,0.2094,0.3318,0.3449,0.2033,0.2156,0.9868,0.9839,0.9894,"0.9749(0.97-0.98)","0.3383(0.33-0.34)","0.2094(0.2-0.22)","0.9868(0.98-0.99)",0.6617,""
"217","Bangladesh","JF1",0.14,0.2968,0.4414,0.9746,0.969,0.9795,0.3456,0.2112,0.339,0.3522,0.2051,0.2174,0.987,0.984,0.9895,"0.9746(0.97-0.98)","0.3456(0.34-0.35)","0.2112(0.21-0.22)","0.987(0.98-0.99)",0.6544,""
"218","Bangladesh","JF1",0.15,0.3024,0.4467,0.9735,0.9678,0.9785,0.352,0.2126,0.3454,0.3586,0.2065,0.2189,0.9867,0.9837,0.9892,"0.9735(0.97-0.98)","0.352(0.35-0.36)","0.2126(0.21-0.22)","0.9867(0.98-0.99)",0.648,""
"219","Bangladesh","JF1",0.16,0.3075,0.4515,0.9724,0.9666,0.9775,0.3578,0.214,0.3513,0.3645,0.2078,0.2203,0.9863,0.9834,0.9889,"0.9724(0.97-0.98)","0.3578(0.35-0.36)","0.214(0.21-0.22)","0.9863(0.98-0.99)",0.6422,""
"220","Bangladesh","JF1",0.17,0.312,0.4559,0.9721,0.9663,0.9772,0.3631,0.2153,0.3564,0.3697,0.2091,0.2217,0.9864,0.9835,0.9889,"0.9721(0.97-0.98)","0.3631(0.36-0.37)","0.2153(0.21-0.22)","0.9864(0.98-0.99)",0.6369,""
"221","Bangladesh","JF1",0.18,0.3168,0.4607,0.9721,0.9663,0.9772,0.3687,0.2168,0.3621,0.3754,0.2106,0.2232,0.9866,0.9838,0.9891,"0.9721(0.97-0.98)","0.3687(0.36-0.38)","0.2168(0.21-0.22)","0.9866(0.98-0.99)",0.6313,""
"222","Bangladesh","JF1",0.19,0.3211,0.4646,0.9711,0.9651,0.9762,0.3736,0.218,0.367,0.3803,0.2116,0.2244,0.9863,0.9834,0.9887,"0.9711(0.97-0.98)","0.3736(0.37-0.38)","0.218(0.21-0.22)","0.9863(0.98-0.99)",0.6264,""
"223","Bangladesh","JF1",0.2,0.3256,0.4691,0.9708,0.9648,0.976,0.3789,0.2194,0.3722,0.3856,0.213,0.2258,0.9863,0.9835,0.9888,"0.9708(0.96-0.98)","0.3789(0.37-0.39)","0.2194(0.21-0.23)","0.9863(0.98-0.99)",0.6211,""
"224","Bangladesh","JF1",0.21,0.3299,0.4733,0.9702,0.9642,0.9755,0.3839,0.2207,0.3772,0.3906,0.2143,0.2271,0.9863,0.9834,0.9887,"0.9702(0.96-0.98)","0.3839(0.38-0.39)","0.2207(0.21-0.23)","0.9863(0.98-0.99)",0.6161,""
"225","Bangladesh","JF1",0.22,0.3346,0.4777,0.9694,0.9633,0.9748,0.3893,0.222,0.3826,0.396,0.2156,0.2285,0.9861,0.9833,0.9885,"0.9694(0.96-0.97)","0.3893(0.38-0.4)","0.222(0.22-0.23)","0.9861(0.98-0.99)",0.6107,""
"226","Bangladesh","JF1",0.23,0.3384,0.4813,0.9689,0.9627,0.9743,0.3937,0.2232,0.387,0.4004,0.2167,0.2297,0.986,0.9832,0.9884,"0.9689(0.96-0.97)","0.3937(0.39-0.4)","0.2232(0.22-0.23)","0.986(0.98-0.99)",0.6063,""
"227","Bangladesh","JF1",0.24,0.3418,0.4846,0.9686,0.9624,0.974,0.3976,0.2243,0.3909,0.4044,0.2178,0.2308,0.986,0.9832,0.9884,"0.9686(0.96-0.97)","0.3976(0.39-0.4)","0.2243(0.22-0.23)","0.986(0.98-0.99)",0.6024,""
"228","Bangladesh","JF1",0.25,0.3459,0.4887,0.9683,0.9621,0.9738,0.4024,0.2256,0.3957,0.4092,0.2191,0.2322,0.986,0.9833,0.9885,"0.9683(0.96-0.97)","0.4024(0.4-0.41)","0.2256(0.22-0.23)","0.986(0.98-0.99)",0.5976,""
"229","Bangladesh","JF1",0.26,0.349,0.4914,0.967,0.9606,0.9725,0.4059,0.2264,0.3991,0.4126,0.2198,0.233,0.9856,0.9828,0.988,"0.967(0.96-0.97)","0.4059(0.4-0.41)","0.2264(0.22-0.23)","0.9856(0.98-0.99)",0.5941,""
"230","Bangladesh","JF1",0.27,0.3521,0.494,0.9656,0.9592,0.9713,0.4092,0.2271,0.4025,0.416,0.2206,0.2338,0.9851,0.9823,0.9876,"0.9656(0.96-0.97)","0.4092(0.4-0.42)","0.2271(0.22-0.23)","0.9851(0.98-0.99)",0.5908,""
"231","Bangladesh","JF1",0.28,0.3562,0.4981,0.9656,0.9592,0.9713,0.4141,0.2286,0.4073,0.4209,0.222,0.2353,0.9853,0.9825,0.9877,"0.9656(0.96-0.97)","0.4141(0.41-0.42)","0.2286(0.22-0.24)","0.9853(0.98-0.99)",0.5859,""
"232","Bangladesh","JF1",0.29,0.3586,0.5004,0.9653,0.9589,0.971,0.4168,0.2293,0.41,0.4236,0.2227,0.2361,0.9853,0.9825,0.9877,"0.9653(0.96-0.97)","0.4168(0.41-0.42)","0.2293(0.22-0.24)","0.9853(0.98-0.99)",0.5832,""
"233","Bangladesh","JF1",0.3,0.3614,0.5031,0.965,0.9586,0.9708,0.4201,0.2303,0.4133,0.4269,0.2236,0.237,0.9853,0.9825,0.9877,"0.965(0.96-0.97)","0.4201(0.41-0.43)","0.2303(0.22-0.24)","0.9853(0.98-0.99)",0.5799,""
"234","Bangladesh","JF1",0.31,0.3643,0.5059,0.9645,0.958,0.9703,0.4234,0.2312,0.4166,0.4303,0.2245,0.238,0.9852,0.9824,0.9876,"0.9645(0.96-0.97)","0.4234(0.42-0.43)","0.2312(0.22-0.24)","0.9852(0.98-0.99)",0.5766,""
"235","Bangladesh","JF1",0.32,0.3672,0.5087,0.9642,0.9577,0.97,0.4268,0.2322,0.42,0.4336,0.2255,0.239,0.9852,0.9824,0.9876,"0.9642(0.96-0.97)","0.4268(0.42-0.43)","0.2322(0.23-0.24)","0.9852(0.98-0.99)",0.5732,""
"236","Bangladesh","JF1",0.33,0.3705,0.5118,0.9637,0.9571,0.9695,0.4306,0.2333,0.4237,0.4374,0.2266,0.2401,0.9851,0.9823,0.9875,"0.9637(0.96-0.97)","0.4306(0.42-0.44)","0.2333(0.23-0.24)","0.9851(0.98-0.99)",0.5694,""
"237","Bangladesh","JF1",0.34,0.3739,0.515,0.9631,0.9565,0.969,0.4345,0.2344,0.4277,0.4413,0.2277,0.2413,0.985,0.9822,0.9874,"0.9631(0.96-0.97)","0.4345(0.43-0.44)","0.2344(0.23-0.24)","0.985(0.98-0.99)",0.5655,""
"238","Bangladesh","JF1",0.35,0.3767,0.5177,0.9629,0.9562,0.9688,0.4377,0.2354,0.4309,0.4446,0.2286,0.2423,0.985,0.9823,0.9874,"0.9629(0.96-0.97)","0.4377(0.43-0.44)","0.2354(0.23-0.24)","0.985(0.98-0.99)",0.5623,""
"239","Bangladesh","JF1",0.36,0.3791,0.5199,0.9618,0.955,0.9677,0.4404,0.2361,0.4336,0.4473,0.2293,0.243,0.9846,0.9819,0.9871,"0.9618(0.96-0.97)","0.4404(0.43-0.45)","0.2361(0.23-0.24)","0.9846(0.98-0.99)",0.5596,""
"240","Bangladesh","JF1",0.37,0.3826,0.5231,0.961,0.9542,0.967,0.4444,0.2372,0.4375,0.4512,0.2304,0.2441,0.9844,0.9817,0.9869,"0.961(0.95-0.97)","0.4444(0.44-0.45)","0.2372(0.23-0.24)","0.9844(0.98-0.99)",0.5556,""
"241","Bangladesh","JF1",0.38,0.3854,0.5255,0.9596,0.9527,0.9657,0.4474,0.2379,0.4406,0.4543,0.2311,0.2449,0.984,0.9813,0.9865,"0.9596(0.95-0.97)","0.4474(0.44-0.45)","0.2379(0.23-0.24)","0.984(0.98-0.99)",0.5526,""
"242","Bangladesh","JF1",0.39,0.3878,0.5276,0.9588,0.9518,0.965,0.4501,0.2386,0.4432,0.457,0.2318,0.2456,0.9838,0.981,0.9863,"0.9588(0.95-0.96)","0.4501(0.44-0.46)","0.2386(0.23-0.25)","0.9838(0.98-0.99)",0.5499,""
"243","Bangladesh","JF1",0.4,0.3903,0.5299,0.9579,0.9509,0.9642,0.4529,0.2394,0.4461,0.4598,0.2325,0.2464,0.9836,0.9808,0.9861,"0.9579(0.95-0.96)","0.4529(0.45-0.46)","0.2394(0.23-0.25)","0.9836(0.98-0.99)",0.5471,""
"244","Bangladesh","JF1",0.41,0.3922,0.5317,0.9579,0.9509,0.9642,0.4551,0.2402,0.4482,0.462,0.2332,0.2472,0.9837,0.9809,0.9861,"0.9579(0.95-0.96)","0.4551(0.45-0.46)","0.2402(0.23-0.25)","0.9837(0.98-0.99)",0.5449,""
"245","Bangladesh","JF1",0.42,0.395,0.5344,0.9571,0.9501,0.9635,0.4583,0.2411,0.4515,0.4652,0.2342,0.2481,0.9835,0.9807,0.9859,"0.9571(0.95-0.96)","0.4583(0.45-0.47)","0.2411(0.23-0.25)","0.9835(0.98-0.99)",0.5417,""
"246","Bangladesh","JF1",0.43,0.3978,0.5366,0.9555,0.9483,0.9619,0.4613,0.2418,0.4545,0.4682,0.2348,0.2489,0.9829,0.9802,0.9854,"0.9555(0.95-0.96)","0.4613(0.45-0.47)","0.2418(0.23-0.25)","0.9829(0.98-0.99)",0.5387,""
"247","Bangladesh","JF1",0.44,0.4003,0.539,0.9549,0.9477,0.9614,0.4642,0.2427,0.4573,0.4711,0.2357,0.2497,0.9828,0.9801,0.9853,"0.9549(0.95-0.96)","0.4642(0.46-0.47)","0.2427(0.24-0.25)","0.9828(0.98-0.99)",0.5358,""
"248","Bangladesh","JF1",0.45,0.4025,0.5411,0.9547,0.9474,0.9612,0.4667,0.2435,0.4599,0.4736,0.2365,0.2506,0.9828,0.98,0.9853,"0.9547(0.95-0.96)","0.4667(0.46-0.47)","0.2435(0.24-0.25)","0.9828(0.98-0.99)",0.5333,""
"249","Bangladesh","JF1",0.46,0.4053,0.5437,0.9541,0.9468,0.9607,0.4699,0.2445,0.4631,0.4768,0.2375,0.2516,0.9828,0.98,0.9852,"0.9541(0.95-0.96)","0.4699(0.46-0.48)","0.2445(0.24-0.25)","0.9828(0.98-0.99)",0.5301,""
"250","Bangladesh","JF1",0.47,0.4075,0.5457,0.9536,0.9463,0.9602,0.4724,0.2452,0.4655,0.4793,0.2382,0.2524,0.9826,0.9799,0.9851,"0.9536(0.95-0.96)","0.4724(0.47-0.48)","0.2452(0.24-0.25)","0.9826(0.98-0.99)",0.5276,""
"251","Bangladesh","JF1",0.48,0.4097,0.5478,0.953,0.9457,0.9597,0.4749,0.246,0.4681,0.4818,0.239,0.2532,0.9825,0.9797,0.985,"0.953(0.95-0.96)","0.4749(0.47-0.48)","0.246(0.24-0.25)","0.9825(0.98-0.98)",0.5251,""
"252","Bangladesh","JF1",0.49,0.4119,0.55,0.953,0.9457,0.9597,0.4775,0.247,0.4707,0.4844,0.2399,0.2542,0.9826,0.9799,0.9851,"0.953(0.95-0.96)","0.4775(0.47-0.48)","0.247(0.24-0.25)","0.9826(0.98-0.99)",0.5225,""
"253","Bangladesh","JF1",0.5,0.4144,0.5522,0.9522,0.9448,0.9589,0.4803,0.2478,0.4734,0.4872,0.2407,0.255,0.9824,0.9796,0.9849,"0.9522(0.94-0.96)","0.4803(0.47-0.49)","0.2478(0.24-0.26)","0.9824(0.98-0.98)",0.5197,""
"254","Bangladesh","JF1",0.51,0.4169,0.5546,0.9517,0.9442,0.9584,0.4832,0.2487,0.4763,0.4901,0.2416,0.256,0.9823,0.9796,0.9848,"0.9517(0.94-0.96)","0.4832(0.48-0.49)","0.2487(0.24-0.26)","0.9823(0.98-0.98)",0.5168,""
"255","Bangladesh","JF1",0.52,0.4191,0.5567,0.9514,0.9439,0.9581,0.4857,0.2496,0.4788,0.4926,0.2424,0.2568,0.9823,0.9796,0.9848,"0.9514(0.94-0.96)","0.4857(0.48-0.49)","0.2496(0.24-0.26)","0.9823(0.98-0.98)",0.5143,""
"256","Bangladesh","JF1",0.53,0.4215,0.5588,0.9506,0.943,0.9574,0.4884,0.2504,0.4815,0.4953,0.2432,0.2577,0.9821,0.9794,0.9846,"0.9506(0.94-0.96)","0.4884(0.48-0.5)","0.2504(0.24-0.26)","0.9821(0.98-0.98)",0.5116,"Radiologists' specificity = 0.461(0.454-0.467)"
"257","Bangladesh","JF1",0.54,0.4236,0.5607,0.9498,0.9422,0.9566,0.4907,0.2511,0.4839,0.4976,0.2439,0.2584,0.9819,0.9791,0.9844,"0.9498(0.94-0.96)","0.4907(0.48-0.5)","0.2511(0.24-0.26)","0.9819(0.98-0.98)",0.5093,""
"258","Bangladesh","JF1",0.55,0.4258,0.5628,0.9495,0.9419,0.9563,0.4932,0.252,0.4864,0.5001,0.2447,0.2593,0.9819,0.9791,0.9844,"0.9495(0.94-0.96)","0.4932(0.49-0.5)","0.252(0.24-0.26)","0.9819(0.98-0.98)",0.5068,""
"259","Bangladesh","JF1",0.56,0.4281,0.5651,0.9495,0.9419,0.9563,0.4959,0.253,0.4891,0.5028,0.2457,0.2603,0.982,0.9793,0.9845,"0.9495(0.94-0.96)","0.4959(0.49-0.5)","0.253(0.25-0.26)","0.982(0.98-0.98)",0.5041,""
"260","Bangladesh","JF1",0.57,0.4303,0.5672,0.9492,0.9416,0.9561,0.4985,0.2539,0.4916,0.5054,0.2466,0.2613,0.982,0.9793,0.9845,"0.9492(0.94-0.96)","0.4985(0.49-0.51)","0.2539(0.25-0.26)","0.982(0.98-0.98)",0.5015,""
"261","Bangladesh","JF1",0.58,0.4322,0.5691,0.9492,0.9416,0.9561,0.5008,0.2548,0.4939,0.5077,0.2475,0.2622,0.9821,0.9794,0.9846,"0.9492(0.94-0.96)","0.5008(0.49-0.51)","0.2548(0.25-0.26)","0.9821(0.98-0.98)",0.4992,""
"262","Bangladesh","JF1",0.59,0.4346,0.5712,0.9481,0.9404,0.9551,0.5034,0.2555,0.4965,0.5103,0.2482,0.263,0.9818,0.9791,0.9843,"0.9481(0.94-0.96)","0.5034(0.5-0.51)","0.2555(0.25-0.26)","0.9818(0.98-0.98)",0.4966,""
"263","Bangladesh","JF1",0.6,0.4368,0.5729,0.9465,0.9387,0.9535,0.5057,0.2561,0.4988,0.5126,0.2488,0.2635,0.9813,0.9786,0.9838,"0.9465(0.94-0.95)","0.5057(0.5-0.51)","0.2561(0.25-0.26)","0.9813(0.98-0.98)",0.4943,""
"264","Bangladesh","JF1",0.61,0.4389,0.5749,0.9462,0.9384,0.9533,0.5082,0.257,0.5013,0.5151,0.2496,0.2645,0.9813,0.9786,0.9838,"0.9462(0.94-0.95)","0.5082(0.5-0.52)","0.257(0.25-0.26)","0.9813(0.98-0.98)",0.4918,""
"265","Bangladesh","JF1",0.62,0.4413,0.5772,0.9459,0.9381,0.953,0.5109,0.258,0.504,0.5178,0.2506,0.2655,0.9813,0.9786,0.9838,"0.9459(0.94-0.95)","0.5109(0.5-0.52)","0.258(0.25-0.27)","0.9813(0.98-0.98)",0.4891,""
"266","Bangladesh","JF1",0.63,0.4438,0.5795,0.9451,0.9372,0.9523,0.5138,0.259,0.5069,0.5207,0.2515,0.2665,0.9812,0.9784,0.9837,"0.9451(0.94-0.95)","0.5138(0.51-0.52)","0.259(0.25-0.27)","0.9812(0.98-0.98)",0.4862,""
"267","Bangladesh","JF1",0.64,0.4455,0.5812,0.9451,0.9372,0.9523,0.5158,0.2598,0.5089,0.5227,0.2523,0.2673,0.9812,0.9785,0.9837,"0.9451(0.94-0.95)","0.5158(0.51-0.52)","0.2598(0.25-0.27)","0.9812(0.98-0.98)",0.4842,""
"268","Bangladesh","JF1",0.65,0.4476,0.5829,0.944,0.9361,0.9512,0.518,0.2604,0.5111,0.5249,0.253,0.268,0.9809,0.9782,0.9834,"0.944(0.94-0.95)","0.518(0.51-0.52)","0.2604(0.25-0.27)","0.9809(0.98-0.98)",0.482,""
"269","Bangladesh","JF1",0.66,0.4498,0.5848,0.9432,0.9352,0.9505,0.5204,0.2612,0.5135,0.5273,0.2537,0.2688,0.9808,0.978,0.9833,"0.9432(0.94-0.95)","0.5204(0.51-0.53)","0.2612(0.25-0.27)","0.9808(0.98-0.98)",0.4796,""
"270","Bangladesh","JF1",0.67,0.452,0.5868,0.9424,0.9343,0.9497,0.5229,0.2621,0.516,0.5298,0.2546,0.2697,0.9806,0.9778,0.9831,"0.9424(0.93-0.95)","0.5229(0.52-0.53)","0.2621(0.25-0.27)","0.9806(0.98-0.98)",0.4771,""
"271","Bangladesh","JF1",0.68,0.4545,0.5891,0.9418,0.9338,0.9492,0.5257,0.2631,0.5188,0.5326,0.2556,0.2707,0.9805,0.9777,0.983,"0.9418(0.93-0.95)","0.5257(0.52-0.53)","0.2631(0.26-0.27)","0.9805(0.98-0.98)",0.4743,""
"272","Bangladesh","JF1",0.69,0.4562,0.5909,0.9418,0.9338,0.9492,0.5278,0.2639,0.5209,0.5346,0.2564,0.2716,0.9806,0.9778,0.9831,"0.9418(0.93-0.95)","0.5278(0.52-0.53)","0.2639(0.26-0.27)","0.9806(0.98-0.98)",0.4722,""
"273","Bangladesh","JF1",0.7,0.4587,0.5932,0.941,0.9329,0.9484,0.5306,0.2649,0.5237,0.5375,0.2574,0.2726,0.9804,0.9776,0.9829,"0.941(0.93-0.95)","0.5306(0.52-0.54)","0.2649(0.26-0.27)","0.9804(0.98-0.98)",0.4694,""
"274","Bangladesh","JF1",0.71,0.4609,0.5951,0.9405,0.9323,0.9479,0.5331,0.2658,0.5262,0.5399,0.2583,0.2735,0.9803,0.9776,0.9828,"0.9405(0.93-0.95)","0.5331(0.53-0.54)","0.2658(0.26-0.27)","0.9803(0.98-0.98)",0.4669,""
"275","Bangladesh","JF1",0.72,0.4635,0.5975,0.9397,0.9314,0.9471,0.536,0.2669,0.5291,0.5428,0.2593,0.2746,0.9802,0.9774,0.9827,"0.9397(0.93-0.95)","0.536(0.53-0.54)","0.2669(0.26-0.27)","0.9802(0.98-0.98)",0.464,""
